id,name,applicability
tag_lu_73,Base - Achat Biens Exonéré - Extracommunautaire fin privées,taxes
tag_lu_74,Base - Frais Biens Exonéré - Extracommunautaire fin privées,taxes
tag_lu_75,Base - Investissement Biens Exonéré - Extracommunautaire fin privées,taxes
tag_lu_76,II.D.1. base 17%,taxes
tag_lu_77,Base - Achat Biens 17% - Extracommunautaire (+),taxes
tag_lu_78,Base - Frais Biens 17% - Extracommunautaire (+),taxes
tag_lu_79,Base - Investissement Biens 17% - Extracommunautaire (+),taxes
tag_lu_80,II.D.1. base 14%,taxes
tag_lu_81,Base - Achat Biens 14% - Extracommunautaire (+),taxes
tag_lu_82,Base - Frais Biens 14% - Extracommunautaire (+),taxes
tag_lu_83,Base - Investissement Biens 14% - Extracommunautaire (+),taxes
tag_lu_84,II.D.1. base 8%,taxes
tag_lu_85,Base - Achat Biens 8% - Extracommunautaire (+),taxes
tag_lu_86,Base - Frais Biens 8% - Extracommunautaire (+),taxes
tag_lu_87,Base - Investissement Biens 8% - Extracommunautaire (+),taxes
tag_lu_88,II.D.2.. base 17%,taxes
tag_lu_89,Base - Achat Biens 17% - Extracommunautaire fin privées (+),taxes
tag_lu_90,Base - Frais Biens 17% - Extracommunautaire fin privées (+),taxes
tag_lu_91,Base - Investissement Biens 17% - Extracommunautaire fin privées (+),taxes
tag_lu_92,II.D.2.. base 14%,taxes
tag_lu_93,Base - Achat Biens 14% - Extracommunautaire fin privées (+),taxes
tag_lu_94,Base - Frais Biens 14% - Extracommunautaire fin privées (+),taxes
tag_lu_95,Base - Investissement Biens 14% - Extracommunautaire fin privées (+),taxes
tag_lu_96,II.D.2.. base 8%,taxes
tag_lu_97,Base - Achat Biens 8% - Extracommunautaire fin privées (+),taxes
tag_lu_98,Base - Frais Biens 8% - Extracommunautaire fin privées (+),taxes
tag_lu_99,Base - Investissement Biens 8% - Extracommunautaire fin privées (+),taxes
tag_lu_100,II.C. Acquisitions effectuées dans le cadre d'opérations triangulaires – base,taxes
tag_lu_101,II.E. Prestations de services à déclarer par le preneur redevable de la taxe – base,taxes
tag_lu_102,II.E.1. base,taxes
tag_lu_111,II.E.1.a) base 3%,taxes
tag_lu_112,Base - Achat Prestations 3% - Intracommunautaire (+),taxes
tag_lu_113,Base - Frais Prestations 3% - Intracommunautaire (+),taxes
tag_lu_114,Base - Investissement Prestations 3% - Intracommunautaire (+),taxes
tag_lu_119,II.E.1.b) exonérées,taxes
tag_lu_120,Base - Achat Prestations Exonérées - Intracommunautaire,taxes
tag_lu_121,Base - Frais Prestations Exonérées - Intracommunautaire,taxes
tag_lu_122,Base - Investissement Prestations Exonérées - Intracommunautaire,taxes
tag_lu_123,II.E.1.a) base 17%,taxes
tag_lu_124,Base - Achat Prestations 17% - Intracommunautaire (+),taxes
tag_lu_125,Base - Frais Prestations 17% - Intracommunautaire (+),taxes
tag_lu_126,Base - Investissement Prestations 17% - Intracommunautaire (+),taxes
tag_lu_127,II.E.1.a) base 14%,taxes
tag_lu_128,Base - Achat Prestations 14% - Intracommunautaire (+),taxes
tag_lu_129,Base - Frais Prestations 14% - Intracommunautaire (+),taxes
tag_lu_130,Base - Investissement Prestations 14% - Intracommunautaire (+),taxes
tag_lu_131,II.E.1.a) base 8%,taxes
tag_lu_132,Base - Achat Prestations 8% - Intracommunautaire (+),taxes
tag_lu_133,Base - Frais Prestations 8% - Intracommunautaire (+),taxes
tag_lu_134,Base - Investissement Prestations 8% - Intracommunautaire (+),taxes
tag_lu_135,II.E.2. base,taxes
tag_lu_144,II.E.2. base 3%,taxes
tag_lu_145,Base - Achat Prestations 3% - Extracommunautaire (+),taxes
tag_lu_146,Base - Frais Prestations 3% - Extracommunautaire (+),taxes
tag_lu_147,Base - Investissement Prestations 3% - Extracommunautaire (+),taxes
tag_lu_152,II.E.2. exonérées,taxes
tag_lu_153,Base - Achat Prestations Exonérées - Extracommunautaire,taxes
tag_lu_154,Base - Frais Prestations Exonérées - Extracommunautaire,taxes
tag_lu_155,Base - Investissement Prestations Exonérées - Extracommunautaire,taxes
tag_lu_156,II.E.2. base 17%,taxes
tag_lu_157,Base - Achat Prestations 17% - Extracommunautaire (+),taxes
tag_lu_158,Base - Frais Prestations 17% - Extracommunautaire (+),taxes
tag_lu_159,Base - Investissement Prestations 17% - Extracommunautaire (+),taxes
tag_lu_160,II.E.2. base 14%,taxes
tag_lu_161,Base - Achat Prestations 14% - Extracommunautaire (+),taxes
tag_lu_162,Base - Frais Prestations 14% - Extracommunautaire (+),taxes
tag_lu_163,Base - Investissement Prestations 14% - Extracommunautaire (+),taxes
tag_lu_164,II.E.2. base 8%,taxes
tag_lu_165,Base - Achat Prestations 8% - Extracommunautaire (+),taxes
tag_lu_166,Base - Frais Prestations 8% - Extracommunautaire (+),taxes
tag_lu_167,Base - Investissement Prestations 8% - Extracommunautaire (+),taxes
tag_lu_168,I.-II. CALCUL DU CHIFFRE D'AFFAIRE IMPOSABLE,taxes
tag_lu_169,I.A. Chiffre d'affaires global,taxes
tag_lu_170,I.B. Exonérations et montants déductibles,taxes
tag_lu_171,I.B.2. Exportations (art.43/1/a et b),taxes
tag_lu_172,Base - Vente Biens - Extracommunautaire,taxes
tag_lu_173,I.B.3. Autres exonérations (art.43 et 60bis),taxes
tag_lu_174,Base - Vente - Autres Exonérations (Article 43 et 60 bis),taxes
tag_lu_175,I.B.4. Autres exonérations (art.44 et 56quater),taxes
tag_lu_176,Base - Vente - Autres Exonérations (Article 44 et 56 quarter),taxes
tag_lu_177,I.B.5. Tabacs fabriqués,taxes
tag_lu_178,Base - Vente Biens Tabacs - Extracommunautaire,taxes
tag_lu_179,Base - Vente Biens Tabacs - Intracommunautaire,taxes
tag_lu_180,Base - Vente Biens Tabacs - Pays,taxes
tag_lu_181,"I.B.6.a) Livraisons subséquentes à des acquisitions intracommunautaires dans le cadre d'opérations triangulaires, lorsque le destinataire identifié à la TVA dans l'Etat membre de destination des biens y est le redevable de la taxe (4)",taxes
tag_lu_182,Base - Vente Biens – Triangulaire Intracommunautaire,taxes
tag_lu_183,I.B.6.d) Autres opérations réalisées (imposables) à l'étranger,taxes
tag_lu_184,Base - Vente Prestations - Extracommunautaire,taxes
tag_lu_185,I.B.6.c) Opérations réalisées dans le cadre du régime particulier de l'article 56sexies,taxes
tag_lu_186,I.B.7. Opérations à l'intérieur du pays pour lesquelles le preneur est le redevable,taxes
tag_lu_187,I.B.6.b)1)  Prestations de services à des identifiés à la TVA dans un autre Etat membre non exonérées dans l'Etat membre du preneur redevable (art.17/1/b) (5),taxes
tag_lu_188,Base - Vente Prestations - Intracommunautaire,taxes
tag_lu_189,I.B.6.b)2)  Prestations de services à des identifiés à la TVA dans un autre Etat membre exonérées dans l'Etat membre du preneur (art.17/1/b),taxes
tag_lu_190,Base - Vente Prestations - Intracommunautaire exonérées dans l'état membre,taxes
tag_lu_191,I.B.1. Livraisons intracommunautaires de biens à des personnes identifiées à la TVA dans un autre Etat membre (art.43/1/d e et f) (3),taxes
tag_lu_192,Base - Vente Biens - Intracommunautaire,taxes
tag_lu_193,I.C. Chiffre d'affaires imposable,taxes
tag_lu_194,II.A. Ventilation du chiffre d'affaires imposable – base,taxes
tag_lu_201,II.A. base 3%,taxes
tag_lu_202,Base - Vente Biens 3% - Pays,taxes
tag_lu_203,Base - Vente Prestations 3% - Pays,taxes
tag_lu_207,II.A. base 0%,taxes
tag_lu_208,Base - Vente Biens 0% - Pays,taxes
tag_lu_209,Base - Vente Prestations 0% - Pays,taxes
tag_lu_210,II.A. base 17%,taxes
tag_lu_211,Base - Vente Biens 17% - Pays,taxes
tag_lu_212,Base - Vente Prestations 17% - Pays,taxes
tag_lu_213,II.A. base 14%,taxes
tag_lu_214,Base - Vente Biens 14% - Pays,taxes
tag_lu_215,Base - Vente Prestations 14% - Pays,taxes
tag_lu_216,II.A. base 8%,taxes
tag_lu_217,Base - Vente Biens 8% - Pays,taxes
tag_lu_218,Base - Vente Prestations 8% - Pays,taxes
tag_lu_219,Codes non assignés,taxes
tag_lu_220,Base - Achat Biens 0% - Pays,taxes
tag_lu_222,Base - Achat Biens 14% - Pays,taxes
tag_lu_224,Base - Achat Biens 17% - Pays,taxes
tag_lu_225,Base - Achat Biens 3% - Pays,taxes
tag_lu_227,Base - Achat Biens 8% - Pays,taxes
tag_lu_228,Base - Achat Prestations 0% - Pays,taxes
tag_lu_230,Base - Achat Prestations 14% - Pays,taxes
tag_lu_232,Base - Achat Prestations 17% - Pays,taxes
tag_lu_233,Base - Achat Prestations 3% - Pays,taxes
tag_lu_235,Base - Achat Prestations 8% - Pays,taxes
tag_lu_236,Base - Frais Biens 0% - Pays,taxes
tag_lu_238,Base - Frais Biens 14% - Pays,taxes
tag_lu_240,Base - Frais Biens 17% - Pays,taxes
tag_lu_241,Base - Frais Biens 3% - Pays,taxes
tag_lu_243,Base - Frais Biens 8% - Pays,taxes
tag_lu_244,Base - Frais Prestations 0% - Pays,taxes
tag_lu_246,Base - Frais Prestations 14% - Pays,taxes
tag_lu_248,Base - Frais Prestations 17% - Pays,taxes
tag_lu_249,Base - Frais Prestations 3% - Pays,taxes
tag_lu_251,Base - Frais Prestations 8% - Pays,taxes
tag_lu_252,Base - Investissement Biens 0% - Pays,taxes
tag_lu_254,Base - Investissement Biens 14% - Pays,taxes
tag_lu_256,Base - Investissement Biens 17% - Pays,taxes
tag_lu_257,Base - Investissement Biens 3% - Pays,taxes
tag_lu_259,Base - Investissement Biens 8% - Pays,taxes
tag_lu_260,Base - Investissement Prestations 0% - Pays,taxes
tag_lu_262,Base - Investissement Prestations 14% - Pays,taxes
tag_lu_264,Base - Investissement Prestations 17% - Pays,taxes
tag_lu_265,Base - Investissement Prestations 3% - Pays,taxes
tag_lu_267,Base - Investissement Prestations 8% - Pays,taxes
tag_lu_268,II.-III.-IV. CALCUL DE LA TAXE,taxes
tag_lu_269,IV.C. Excédent,taxes
tag_lu_270,IV.A. Total de la taxe en aval,taxes
tag_lu_271,II.H. Total de la taxe en aval,taxes
tag_lu_272,II.A. Ventilation du chiffre d'affaires imposable – taxe,taxes
tag_lu_279,II.A. taxe 3%,taxes
tag_lu_280,Taxe - Vente Biens 3% - Pays,taxes
tag_lu_281,Taxe - Vente Prestations 3% - Pays,taxes
tag_lu_285,II.A. taxe 0%,taxes
tag_lu_286,II.A. taxe 17%,taxes
tag_lu_287,Taxe - Vente Biens 17% - Pays,taxes
tag_lu_288,Taxe - Vente Prestations 17% - Pays,taxes
tag_lu_289,II.A. taxe 14%,taxes
tag_lu_290,Taxe - Vente Biens 14% - Pays,taxes
tag_lu_291,Taxe - Vente Prestations 14% - Pays,taxes
tag_lu_292,II.A. taxe 8%,taxes
tag_lu_293,Taxe - Vente Biens 8% - Pays,taxes
tag_lu_294,Taxe - Vente Prestations 8% - Pays,taxes
tag_lu_295,II.B. Acquisitions intracommunautaires de biens – taxe,taxes
tag_lu_304,II.B. taxe 3%,taxes
tag_lu_305,Taxe - Achat Biens 3% - Intracommunautaire (+),taxes
tag_lu_306,Taxe - Frais Biens 3% - Intracommunautaire (+),taxes
tag_lu_307,Taxe - Investissement Biens 3% - Intracommunautaire (+),taxes
tag_lu_312,II.B. taxe 17%,taxes
tag_lu_313,Taxe - Achat Biens 17% - Intracommunautaire (+),taxes
tag_lu_314,Taxe - Frais Biens 17% - Intracommunautaire (+),taxes
tag_lu_315,Taxe - Investissement Biens 17% - Intracommunautaire (+),taxes
tag_lu_316,II.B. taxe 14%,taxes
tag_lu_317,Taxe - Achat Biens 14% - Intracommunautaire (+),taxes
tag_lu_318,Taxe - Frais Biens 14% - Intracommunautaire (+),taxes
tag_lu_319,Taxe - Investissement Biens 14% - Intracommunautaire (+),taxes
tag_lu_320,II.B. taxe 8%,taxes
tag_lu_321,Taxe - Achat Biens 8% - Intracommunautaire (+),taxes
tag_lu_322,Taxe - Frais Biens 8% - Intracommunautaire (+),taxes
tag_lu_323,Taxe - Investissement Biens 8% - Intracommunautaire (+),taxes
tag_lu_324,II.D. Importations de biens – taxe,taxes
tag_lu_333,II.D.1. taxe 3%,taxes
tag_lu_334,Taxe - Achat Biens 3% - Extracommunautaire (+),taxes
tag_lu_335,Taxe - Frais Biens 3% - Extracommunautaire (+),taxes
tag_lu_336,Taxe - Investissement Biens 3% - Extracommunautaire (+),taxes
tag_lu_349,II.D.2.. taxe 3%,taxes
tag_lu_350,Taxe - Achat Biens 3% - Extracommunautaire fin privées (+),taxes
tag_lu_351,Taxe - Frais Biens 3% - Extracommunautaire fin privées (+),taxes
tag_lu_352,Taxe - Investissement Biens 3% - Extracommunautaire fin privées (+),taxes
tag_lu_357,II.D.1. taxe 17%,taxes
tag_lu_358,Taxe - Achat Biens 17% - Extracommunautaire (+),taxes
tag_lu_359,Taxe - Frais Biens 17% - Extracommunautaire (+),taxes
tag_lu_360,Taxe - Investissement Biens 17% - Extracommunautaire (+),taxes
tag_lu_361,II.D.1. taxe 14%,taxes
tag_lu_362,Taxe - Achat Biens 14% - Extracommunautaire (+),taxes
tag_lu_363,Taxe - Frais Biens 14% - Extracommunautaire (+),taxes
tag_lu_364,Taxe - Investissement Biens 14% - Extracommunautaire (+),taxes
tag_lu_365,II.D.1. taxe 8%,taxes
tag_lu_366,Taxe - Achat Biens 8% - Extracommunautaire (+),taxes
tag_lu_367,Taxe - Frais Biens 8% - Extracommunautaire (+),taxes
tag_lu_368,Taxe - Investissement Biens 8% - Extracommunautaire (+),taxes
tag_lu_369,II.D.2.. taxe 17%,taxes
tag_lu_370,Taxe - Achat Biens 17% - Extracommunautaire fin privées (+),taxes
tag_lu_371,Taxe - Frais Biens 17% - Extracommunautaire fin privées (+),taxes
tag_lu_372,Taxe - Investissement Biens 17% - Extracommunautaire fin privées (+),taxes
tag_lu_373,II.D.2.. taxe 14%,taxes
tag_lu_374,Taxe - Achat Biens 14% - Extracommunautaire fin privées (+),taxes
tag_lu_375,Taxe - Frais Biens 14% - Extracommunautaire fin privées (+),taxes
tag_lu_376,Taxe - Investissement Biens 14% - Extracommunautaire fin privées (+),taxes
tag_lu_377,II.D.2.. taxe 8%,taxes
tag_lu_378,Taxe - Achat Biens 8% - Extracommunautaire fin privées (+),taxes
tag_lu_379,Taxe - Frais Biens 8% - Extracommunautaire fin privées (+),taxes
tag_lu_380,Taxe - Investissement Biens 8% - Extracommunautaire fin privées (+),taxes
tag_lu_381,II.E. Prestations de services à déclarer par le preneur redevable de la taxe– base,taxes
tag_lu_382,II.E.1.a) taxe,taxes
tag_lu_391,II.E.1.a) taxe 3%,taxes
tag_lu_392,Taxe - Achat Prestations 3% - Intracommunautaire (+),taxes
tag_lu_393,Taxe - Frais Prestations 3% - Intracommunautaire (+),taxes
tag_lu_394,Taxe - Investissement Prestations 3% - Intracommunautaire (+),taxes
tag_lu_399,II.E.1.a) taxe 17%,taxes
tag_lu_400,Taxe - Achat Prestations 17% - Intracommunautaire (+),taxes
tag_lu_401,Taxe - Frais Prestations 17% - Intracommunautaire (+),taxes
tag_lu_402,Taxe - Investissement Prestations 17% - Intracommunautaire (+),taxes
tag_lu_403,II.E.1.a) taxe 14%,taxes
tag_lu_404,Taxe - Achat Prestations 14% - Intracommunautaire (+),taxes
tag_lu_405,Taxe - Frais Prestations 14% - Intracommunautaire (+),taxes
tag_lu_406,Taxe - Investissement Prestations 14% - Intracommunautaire (+),taxes
tag_lu_407,II.E.1.a) taxe 8%,taxes
tag_lu_408,Taxe - Achat Prestations 8% - Intracommunautaire (+),taxes
tag_lu_409,Taxe - Frais Prestations 8% - Intracommunautaire (+),taxes
tag_lu_410,Taxe - Investissement Prestations 8% - Intracommunautaire (+),taxes
tag_lu_411,II.E.2. taxe,taxes
tag_lu_420,II.E.2. taxe 3%,taxes
tag_lu_421,Taxe - Achat Prestations 3% - Extracommunautaire (+),taxes
tag_lu_422,Taxe - Frais Prestations 3% - Extracommunautaire (+),taxes
tag_lu_423,Taxe - Investissement Prestations 3% - Extracommunautaire (+),taxes
tag_lu_428,II.E.2. taxe 17%,taxes
tag_lu_429,Taxe - Achat Prestations 17% - Extracommunautaire (+),taxes
tag_lu_430,Taxe - Frais Prestations 17% - Extracommunautaire (+),taxes
tag_lu_431,Taxe - Investissement Prestations 17% - Extracommunautaire (+),taxes
tag_lu_432,II.E.2. taxe 14%,taxes
tag_lu_433,Taxe - Achat Prestations 14% - Extracommunautaire (+),taxes
tag_lu_434,Taxe - Frais Prestations 14% - Extracommunautaire (+),taxes
tag_lu_435,Taxe - Investissement Prestations 14% - Extracommunautaire (+),taxes
tag_lu_436,II.E.2. taxe 8%,taxes
tag_lu_437,Taxe - Achat Prestations 8% - Extracommunautaire (+),taxes
tag_lu_438,Taxe - Frais Prestations 8% - Extracommunautaire (+),taxes
tag_lu_439,Taxe - Investissement Prestations 8% - Extracommunautaire (+),taxes
tag_lu_440,IV.A. Total de la taxe en amont déductible,taxes
tag_lu_441,III.C. Total de la taxe en amont déductible,taxes
tag_lu_442,III.A. Total de la taxe en amont,taxes
tag_lu_443,III.A.4. Affectations de biens (art.48/1/d),taxes
tag_lu_444,III.A.6. Taxe acquittée comme caution solidaire,taxes
tag_lu_445,III.A.7. Taxe régularisée - régime particulier suspensif (art.60bis/9 al. 2),taxes
tag_lu_446,III.A.1. Achats de biens et de services à l'intérieur du pays (art.48/1/a),taxes
tag_lu_448,Taxe - Achat Biens 14% - Pays,taxes
tag_lu_450,Taxe - Achat Biens 17% - Pays,taxes
tag_lu_451,Taxe - Achat Biens 3% - Pays,taxes
tag_lu_453,Taxe - Achat Biens 8% - Pays,taxes
tag_lu_456,Taxe - Achat Prestations 14% - Pays,taxes
tag_lu_458,Taxe - Achat Prestations 17% - Pays,taxes
tag_lu_459,Taxe - Achat Prestations 3% - Pays,taxes
tag_lu_461,Taxe - Achat Prestations 8% - Pays,taxes
tag_lu_463,Taxe - Frais Biens 14% - Pays,taxes
tag_lu_465,Taxe - Frais Biens 17% - Pays,taxes
tag_lu_466,Taxe - Frais Biens 3% - Pays,taxes
tag_lu_468,Taxe - Frais Biens 8% - Pays,taxes
tag_lu_470,Taxe - Frais Prestations 14% - Pays,taxes
tag_lu_472,Taxe - Frais Prestations 17% - Pays,taxes
tag_lu_473,Taxe - Frais Prestations 3% - Pays,taxes
tag_lu_475,Taxe - Frais Prestations 8% - Pays,taxes
tag_lu_477,Taxe - Investissement Biens 14% - Pays,taxes
tag_lu_479,Taxe - Investissement Biens 17% - Pays,taxes
tag_lu_480,Taxe - Investissement Biens 3% - Pays,taxes
tag_lu_482,Taxe - Investissement Biens 8% - Pays,taxes
tag_lu_484,Taxe - Investissement Prestations 14% - Pays,taxes
tag_lu_486,Taxe - Investissement Prestations 17% - Pays,taxes
tag_lu_487,Taxe - Investissement Prestations 3% - Pays,taxes
tag_lu_489,Taxe - Investissement Prestations 8% - Pays,taxes
tag_lu_490,III.A.2. Acquisitions intracommunautaires de biens (art.48/1/b),taxes
tag_lu_492,Taxe - Achat Biens 14% - Intracommunautaire (-),taxes
tag_lu_494,Taxe - Achat Biens 17% - Intracommunautaire (-),taxes
tag_lu_495,Taxe - Achat Biens 3% - Intracommunautaire (-),taxes
tag_lu_497,Taxe - Achat Biens 8% - Intracommunautaire (-),taxes
tag_lu_499,Taxe - Frais Biens 14% - Intracommunautaire (-),taxes
tag_lu_501,Taxe - Frais Biens 17% - Intracommunautaire (-),taxes
tag_lu_502,Taxe - Frais Biens 3% - Intracommunautaire (-),taxes
tag_lu_504,Taxe - Frais Biens 8% - Intracommunautaire (-),taxes
tag_lu_506,Taxe - Investissement Biens 14% - Intracommunautaire (-),taxes
tag_lu_508,Taxe - Investissement Biens 17% - Intracommunautaire (-),taxes
tag_lu_509,Taxe - Investissement Biens 3% - Intracommunautaire (-),taxes
tag_lu_511,Taxe - Investissement Biens 8% - Intracommunautaire (-),taxes
tag_lu_512,III.A.3. Importations de biens (taxe déclarée ou payée) (art.48/1/c),taxes
tag_lu_514,Taxe - Achat Biens 14% - Extracommunautaire (-),taxes
tag_lu_516,Taxe - Achat Biens 17% - Extracommunautaire (-),taxes
tag_lu_517,Taxe - Achat Biens 3% - Extracommunautaire (-),taxes
tag_lu_519,Taxe - Achat Biens 8% - Extracommunautaire (-),taxes
tag_lu_521,Taxe - Achat Biens 14% - Extracommunautaire fin privées (-),taxes
tag_lu_523,Taxe - Achat Biens 17% - Extracommunautaire fin privées (-),taxes
tag_lu_524,Taxe - Achat Biens 3% - Extracommunautaire fin privées (-),taxes
tag_lu_526,Taxe - Achat Biens 8% - Extracommunautaire fin privées (-),taxes
tag_lu_528,Taxe - Frais Biens 14% - Extracommunautaire (-),taxes
tag_lu_530,Taxe - Frais Biens 17% - Extracommunautaire (-),taxes
tag_lu_531,Taxe - Frais Biens 3% - Extracommunautaire (-),taxes
tag_lu_533,Taxe - Frais Biens 8% - Extracommunautaire (-),taxes
tag_lu_535,Taxe - Frais Biens 14% - Extracommunautaire fin privées (-),taxes
tag_lu_537,Taxe - Frais Biens 17% - Extracommunautaire fin privées (-),taxes
tag_lu_538,Taxe - Frais Biens 3% - Extracommunautaire fin privées (-),taxes
tag_lu_540,Taxe - Frais Biens 8% - Extracommunautaire fin privées (-),taxes
tag_lu_542,Taxe - Investissement Biens 14% - Extracommunautaire (-),taxes
tag_lu_544,Taxe - Investissement Biens 17% - Extracommunautaire (-),taxes
tag_lu_545,Taxe - Investissement Biens 3% - Extracommunautaire (-),taxes
tag_lu_547,Taxe - Investissement Biens 8% - Extracommunautaire (-),taxes
tag_lu_549,Taxe - Investissement Biens 14% - Extracommunautaire fin privées (-),taxes
tag_lu_551,Taxe - Investissement Biens 17% - Extracommunautaire fin privées (-),taxes
tag_lu_552,Taxe - Investissement Biens 3% - Extracommunautaire fin privées (-),taxes
tag_lu_554,Taxe - Investissement Biens 8% - Extracommunautaire fin privées (-),taxes
tag_lu_555,III.A.5. Taxe déclarée comme débiteur (voir points II.E et F),taxes
tag_lu_557,Taxe - Achat Prestations 14% - Extracommunautaire (-),taxes
tag_lu_559,Taxe - Achat Prestations 17% - Extracommunautaire (-),taxes
tag_lu_560,Taxe - Achat Prestations 3% - Extracommunautaire (-),taxes
tag_lu_562,Taxe - Achat Prestations 8% - Extracommunautaire (-),taxes
tag_lu_564,Taxe - Achat Prestations 14% - Intracommunautaire (-),taxes
tag_lu_566,Taxe - Achat Prestations 17% - Intracommunautaire (-),taxes
tag_lu_567,Taxe - Achat Prestations 3% - Intracommunautaire (-),taxes
tag_lu_569,Taxe - Achat Prestations 8% - Intracommunautaire (-),taxes
tag_lu_571,Taxe - Frais Prestations 14% - Extracommunautaire (-),taxes
tag_lu_573,Taxe - Frais Prestations 17% - Extracommunautaire (-),taxes
tag_lu_574,Taxe - Frais Prestations 3% - Extracommunautaire (-),taxes
tag_lu_576,Taxe - Frais Prestations 8% - Extracommunautaire (-),taxes
tag_lu_578,Taxe - Frais Prestations 14% - Intracommunautaire (-),taxes
tag_lu_580,Taxe - Frais Prestations 17% - Intracommunautaire (-),taxes
tag_lu_581,Taxe - Frais Prestations 3% - Intracommunautaire (-),taxes
tag_lu_583,Taxe - Frais Prestations 8% - Intracommunautaire (-),taxes
tag_lu_585,Taxe - Investissement Prestations 14% - Extracommunautaire (-),taxes
tag_lu_587,Taxe - Investissement Prestations 17% - Extracommunautaire (-),taxes
tag_lu_588,Taxe - Investissement Prestations 3% - Extracommunautaire (-),taxes
tag_lu_590,Taxe - Investissement Prestations 8% - Extracommunautaire (-),taxes
tag_lu_592,Taxe - Investissement Prestations 14% - Intracommunautaire (-),taxes
tag_lu_594,Taxe - Investissement Prestations 17% - Intracommunautaire (-),taxes
tag_lu_595,Taxe - Investissement Prestations 3% - Intracommunautaire (-),taxes
tag_lu_597,Taxe - Investissement Prestations 8% - Intracommunautaire (-),taxes
tag_lu_598,Base - Sans Taxe,taxes
