chart_id,tax_id,tax_name,amount_type,active,type_tax_use,amount,for,factor_percent,repartition_type,code,name,plus_report_line_ids,minus_report_line_ids,description,analytic,price_include,is_base_affected,cash_basis_transition_account_id,tax_exigibility
l10n_hu.hungarian_chart_template,l10n_hu.F5,Fizetendő – 5%,percent,True,sale,5,Refunds,100,base,,,,['l10n_hu.tax_report_alap_fiz_afa_5'],5%,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.F5,Fizetendő – 5%,percent,True,sale,5,Refunds,100,tax,467,Fizetendõ általános forgalmi adó,,['l10n_hu.tax_report_fizetndo_5'],5%,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.FA,Fizetendő – Alanyi Adómentes,percent,True,sale,0,Invoices,100,base,,,['l10n_hu.tax_report_alap_fiz_alanyi'],,AAM,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.FA,Fizetendő – Alanyi Adómentes,percent,True,sale,0,Invoices,100,tax,,,,,AAM,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.FA,Fizetendő – Alanyi Adómentes,percent,True,sale,0,Refunds,100,base,,,,['l10n_hu.tax_report_alap_fiz_alanyi'],AAM,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.FA,Fizetendő – Alanyi Adómentes,percent,True,sale,0,Refunds,100,tax,,,,,AAM,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.FT,Fizetendő – Tárgyi Adómentes,percent,True,sale,0,Invoices,100,base,,,['l10n_hu.tax_report_alap_fiz_targyi'],,TAM,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.FT,Fizetendő – Tárgyi Adómentes,percent,True,sale,0,Invoices,100,tax,,,,,TAM,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.FT,Fizetendő – Tárgyi Adómentes,percent,True,sale,0,Refunds,100,base,,,,['l10n_hu.tax_report_alap_fiz_targyi'],TAM,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.FT,Fizetendő – Tárgyi Adómentes,percent,True,sale,0,Refunds,100,tax,,,,,TAM,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.FF,Fizetendő – Fordított ÁFA,percent,True,sale,0,Invoices,100,base,,,['l10n_hu.tax_report_alap_forditott'],,FORD,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.FF,Fizetendő – Fordított ÁFA,percent,True,sale,0,Invoices,100,tax,,,,,FORD,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.FF,Fizetendő – Fordított ÁFA,percent,True,sale,0,Refunds,100,base,,,,['l10n_hu.tax_report_alap_forditott'],FORD,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.FF,Fizetendő – Fordított ÁFA,percent,True,sale,0,Refunds,100,tax,,,,,FORD,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.FEUO,Fizetendő – Export,percent,True,sale,0,Invoices,100,base,,,['l10n_hu.tax_report_alap_fiz_export'],,Export,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.FEUO,Fizetendő – Export,percent,True,sale,0,Invoices,100,tax,,,,,Export,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.FEUO,Fizetendő – Export,percent,True,sale,0,Refunds,100,base,,,,['l10n_hu.tax_report_alap_fiz_export'],Export,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.FEUO,Fizetendő – Export,percent,True,sale,0,Refunds,100,tax,,,,,Export,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.FEU,Fizetendő – EU,percent,True,sale,0,Invoices,100,base,,,['l10n_hu.tax_report_alap_fiz_eu'],,EU,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.FEU,Fizetendő – EU,percent,True,sale,0,Invoices,100,tax,,,,,EU,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.FEU,Fizetendő – EU,percent,True,sale,0,Refunds,100,base,,,,['l10n_hu.tax_report_alap_fiz_eu'],EU,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.FEU,Fizetendő – EU,percent,True,sale,0,Refunds,100,tax,,,,,EU,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.V18,Visszaigényelhető – 18%,percent,True,purchase,18,Invoices,100,base,,,['l10n_hu.tax_report_alap_viss_18'],,18%,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.V18,Visszaigényelhető – 18%,percent,True,purchase,18,Invoices,100,tax,466,Elõzetesen felszámított ált.forgalmi adó,['l10n_hu.tax_report_fizetndo_viss_18'],,18%,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.V18,Visszaigényelhető – 18%,percent,True,purchase,18,Refunds,100,base,,,,['l10n_hu.tax_report_alap_viss_18'],18%,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.V18,Visszaigényelhető – 18%,percent,True,purchase,18,Refunds,100,tax,466,Elõzetesen felszámított ált.forgalmi adó,,['l10n_hu.tax_report_fizetndo_viss_18'],18%,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.V27,Visszaigényelhető – 27%,percent,True,purchase,27,Invoices,100,base,,,['l10n_hu.tax_report_alap_viss_27'],,27%,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.V27,Visszaigényelhető – 27%,percent,True,purchase,27,Invoices,100,tax,466,Elõzetesen felszámított ált.forgalmi adó,['l10n_hu.tax_report_fizetndo_viss_27'],,27%,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.V27,Visszaigényelhető – 27%,percent,True,purchase,27,Refunds,100,base,,,,['l10n_hu.tax_report_alap_viss_27'],27%,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.V27,Visszaigényelhető – 27%,percent,True,purchase,27,Refunds,100,tax,466,Elõzetesen felszámított ált.forgalmi adó,,['l10n_hu.tax_report_fizetndo_viss_27'],27%,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.V5,Visszaigényelhető – 5%,percent,True,purchase,5,Invoices,100,base,,,['l10n_hu.tax_report_alap_viss_5'],,5%,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.V5,Visszaigényelhető – 5%,percent,True,purchase,5,Invoices,100,tax,466,Elõzetesen felszámított ált.forgalmi adó,['l10n_hu.tax_report_fizetndo_viss_5'],,5%,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.V5,Visszaigényelhető – 5%,percent,True,purchase,5,Refunds,100,base,,,,['l10n_hu.tax_report_alap_viss_5'],5%,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.V5,Visszaigényelhető – 5%,percent,True,purchase,5,Refunds,100,tax,466,Elõzetesen felszámított ált.forgalmi adó,,['l10n_hu.tax_report_fizetndo_viss_5'],5%,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.VA,Visszaigényelhető – Alanyi Adómentes,percent,True,purchase,0,Invoices,100,base,,,['l10n_hu.tax_report_alap_viss_alanyi'],,AAM,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.VA,Visszaigényelhető – Alanyi Adómentes,percent,True,purchase,0,Invoices,100,tax,,,,,AAM,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.VA,Visszaigényelhető – Alanyi Adómentes,percent,True,purchase,0,Refunds,100,base,,,,['l10n_hu.tax_report_alap_viss_alanyi'],AAM,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.VA,Visszaigényelhető – Alanyi Adómentes,percent,True,purchase,0,Refunds,100,tax,,,,,AAM,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.VT,Visszaigényelhető – Tárgyi Adómentes,percent,True,purchase,0,Invoices,100,base,,,['l10n_hu.tax_report_alap_viss_targyi'],,TAM,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.VT,Visszaigényelhető – Tárgyi Adómentes,percent,True,purchase,0,Invoices,100,tax,,,,,TAM,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.VT,Visszaigényelhető – Tárgyi Adómentes,percent,True,purchase,0,Refunds,100,base,,,,['l10n_hu.tax_report_alap_viss_targyi'],TAM,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.VT,Visszaigényelhető – Tárgyi Adómentes,percent,True,purchase,0,Refunds,100,tax,,,,,TAM,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.VAHT,Visszaigényelhető – ÁFA hatályán kívüli,percent,True,purchase,0,Invoices,100,base,,,,,ÁHT,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.VAHT,Visszaigényelhető – ÁFA hatályán kívüli,percent,True,purchase,0,Invoices,100,tax,,,,,ÁHT,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.VAHT,Visszaigényelhető – ÁFA hatályán kívüli,percent,True,purchase,0,Refunds,100,base,,,,,ÁHT,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.VAHT,Visszaigényelhető – ÁFA hatályán kívüli,percent,True,purchase,0,Refunds,100,tax,,,,,ÁHT,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.VEU,Visszaigényelhető – EU,percent,True,purchase,0,Invoices,100,base,,,['l10n_hu.tax_report_alap_viss'],,EU,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.VEU,Visszaigényelhető – EU,percent,True,purchase,0,Invoices,100,tax,,,,,EU,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.VEU,Visszaigényelhető – EU,percent,True,purchase,0,Refunds,100,base,,,,['l10n_hu.tax_report_alap_viss'],EU,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.VEU,Visszaigényelhető – EU,percent,True,purchase,0,Refunds,100,tax,,,,,EU,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.VEUO,Visszaigényelhető – Import,percent,True,purchase,0,Invoices,100,base,,,['l10n_hu.tax_report_alap_import'],,Import,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.VEUO,Visszaigényelhető – Import,percent,True,purchase,0,Invoices,100,tax,,,,,Import,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.VEUO,Visszaigényelhető – Import,percent,True,purchase,0,Refunds,100,base,,,,['l10n_hu.tax_report_alap_import'],Import,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.VEUO,Visszaigényelhető – Import,percent,True,purchase,0,Refunds,100,tax,,,,,Import,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.VF,Visszaigényelhető – Fordított ÁFA,percent,True,purchase,0,Invoices,100,base,,,,['l10n_hu.tax_report_alap_forditott'],FORD,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.VF,Visszaigényelhető – Fordított ÁFA,percent,True,purchase,0,Invoices,100,tax,,,,,FORD,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.VF,Visszaigényelhető – Fordított ÁFA,percent,True,purchase,0,Refunds,100,base,,,['l10n_hu.tax_report_alap_forditott'],,FORD,False,False,True,,
l10n_hu.hungarian_chart_template,l10n_hu.VF,Visszaigényelhető – Fordított ÁFA,percent,True,purchase,0,Refunds,100,tax,,,,,FORD,False,False,True,,
l10n_tr.l10ntr_tek_duzen_hesap,l10n_tr.tr_kdv_satis_sale_18,KDV %18(sale),percent,True,sale,18,Invoices,100,base,,,,,KDV %18(sale),False,False,True,,
l10n_tr.l10ntr_tek_duzen_hesap,l10n_tr.tr_kdv_satis_sale_18,KDV %18(sale),percent,True,sale,18,Invoices,100,tax,391,Hesaplanan KDV,,,KDV %18(sale),False,False,True,,
l10n_tr.l10ntr_tek_duzen_hesap,l10n_tr.tr_kdv_satis_sale_18,KDV %18(sale),percent,True,sale,18,Refunds,100,base,,,,,KDV %18(sale),False,False,True,,
l10n_tr.l10ntr_tek_duzen_hesap,l10n_tr.tr_kdv_satis_sale_18,KDV %18(sale),percent,True,sale,18,Refunds,100,tax,191,İndirilecek KDV,,,KDV %18(sale),False,False,True,,
l10n_tr.l10ntr_tek_duzen_hesap,l10n_tr.tr_kdv_satis_purchase_18,KDV %18(purchase),percent,True,purchase,18,Invoices,100,base,,,,,KDV %18(purchase),False,False,True,,
l10n_tr.l10ntr_tek_duzen_hesap,l10n_tr.tr_kdv_satis_purchase_18,KDV %18(purchase),percent,True,purchase,18,Invoices,100,tax,391,Hesaplanan KDV,,,KDV %18(purchase),False,False,True,,
l10n_tr.l10ntr_tek_duzen_hesap,l10n_tr.tr_kdv_satis_purchase_18,KDV %18(purchase),percent,True,purchase,18,Refunds,100,base,,,,,KDV %18(purchase),False,False,True,,
l10n_tr.l10ntr_tek_duzen_hesap,l10n_tr.tr_kdv_satis_purchase_18,KDV %18(purchase),percent,True,purchase,18,Refunds,100,tax,191,İndirilecek KDV,,,KDV %18(purchase),False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_0,Verkopen/omzet onbelast (nul-tarief),percent,True,sale,0,Invoices,100,base,,,['l10n_nl.tax_report_rub_1e'],,0% BTW,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_0,Verkopen/omzet onbelast (nul-tarief),percent,True,sale,0,Invoices,100,tax,,,,,0% BTW,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_0,Verkopen/omzet onbelast (nul-tarief),percent,True,sale,0,Refunds,100,base,,,,['l10n_nl.tax_report_rub_1e'],0% BTW,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_0,Verkopen/omzet onbelast (nul-tarief),percent,True,sale,0,Refunds,100,tax,,,,,0% BTW,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_6,Verkopen/omzet laag 6%,percent,True,sale,6,Invoices,100,base,,,['l10n_nl.tax_report_rub_1b'],,6% BTW,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_6,Verkopen/omzet laag 6%,percent,True,sale,6,Invoices,100,tax,1501,Af te dragen BTW laag tarief,['l10n_nl.tax_report_rub_btw_1b'],,6% BTW,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_6,Verkopen/omzet laag 6%,percent,True,sale,6,Refunds,100,base,,,,['l10n_nl.tax_report_rub_1b'],6% BTW,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_6,Verkopen/omzet laag 6%,percent,True,sale,6,Refunds,100,tax,1501,Af te dragen BTW laag tarief,,['l10n_nl.tax_report_rub_btw_1b'],6% BTW,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_9,Verkopen/omzet laag 9%,percent,True,sale,9,Invoices,100,base,,,['l10n_nl.tax_report_rub_1b'],,9% BTW,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_9,Verkopen/omzet laag 9%,percent,True,sale,9,Invoices,100,tax,1501,Af te dragen BTW laag tarief,['l10n_nl.tax_report_rub_btw_1b'],,9% BTW,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_9,Verkopen/omzet laag 9%,percent,True,sale,9,Refunds,100,base,,,,['l10n_nl.tax_report_rub_1b'],9% BTW,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_9,Verkopen/omzet laag 9%,percent,True,sale,9,Refunds,100,tax,1501,Af te dragen BTW laag tarief,,['l10n_nl.tax_report_rub_btw_1b'],9% BTW,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_21,Verkopen/omzet hoog,percent,True,sale,21,Invoices,100,base,,,['l10n_nl.tax_report_rub_1a'],,21% BTW,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_21,Verkopen/omzet hoog,percent,True,sale,21,Invoices,100,tax,1500,Af te dragen BTW hoog tarief,['l10n_nl.tax_report_rub_btw_1a'],,21% BTW,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_21,Verkopen/omzet hoog,percent,True,sale,21,Refunds,100,base,,,,['l10n_nl.tax_report_rub_1a'],21% BTW,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_21,Verkopen/omzet hoog,percent,True,sale,21,Refunds,100,tax,1500,Af te dragen BTW hoog tarief,,['l10n_nl.tax_report_rub_btw_1a'],21% BTW,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_overig,Verkopen/omzet overig,percent,True,sale,21,Invoices,100,base,,,['l10n_nl.tax_report_rub_1a'],,variabel BTW,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_overig,Verkopen/omzet overig,percent,True,sale,21,Invoices,100,tax,1500,Af te dragen BTW hoog tarief,['l10n_nl.tax_report_rub_btw_1a'],,variabel BTW,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_overig,Verkopen/omzet overig,percent,True,sale,21,Refunds,100,base,,,,['l10n_nl.tax_report_rub_1c'],variabel BTW,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_overig,Verkopen/omzet overig,percent,True,sale,21,Refunds,100,tax,1500,Af te dragen BTW hoog tarief,,['l10n_nl.tax_report_rub_btw_1c'],variabel BTW,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_0_d,Verkopen/omzet onbelast (nul-tarief) diensten,percent,True,sale,0,Invoices,100,base,,,['l10n_nl.tax_report_rub_1e'],,0% BTW diensten,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_0_d,Verkopen/omzet onbelast (nul-tarief) diensten,percent,True,sale,0,Invoices,100,tax,,,,,0% BTW diensten,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_0_d,Verkopen/omzet onbelast (nul-tarief) diensten,percent,True,sale,0,Refunds,100,base,,,,['l10n_nl.tax_report_rub_1e'],0% BTW diensten,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_0_d,Verkopen/omzet onbelast (nul-tarief) diensten,percent,True,sale,0,Refunds,100,tax,,,,,0% BTW diensten,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_6_d,Verkopen/omzet laag diensten 6%,percent,True,sale,6,Invoices,100,base,,,['l10n_nl.tax_report_rub_1b'],,6% BTW diensten,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_6_d,Verkopen/omzet laag diensten 6%,percent,True,sale,6,Invoices,100,tax,1541,Af te dragen BTW laag tarief diensten,['l10n_nl.tax_report_rub_btw_1b'],,6% BTW diensten,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_6_d,Verkopen/omzet laag diensten 6%,percent,True,sale,6,Refunds,100,base,,,,['l10n_nl.tax_report_rub_1b'],6% BTW diensten,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_6_d,Verkopen/omzet laag diensten 6%,percent,True,sale,6,Refunds,100,tax,1541,Af te dragen BTW laag tarief diensten,,['l10n_nl.tax_report_rub_btw_1b'],6% BTW diensten,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_9_d,Verkopen/omzet laag diensten 9%,percent,True,sale,9,Invoices,100,base,,,['l10n_nl.tax_report_rub_1b'],,9% BTW diensten,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_9_d,Verkopen/omzet laag diensten 9%,percent,True,sale,9,Invoices,100,tax,1541,Af te dragen BTW laag tarief diensten,['l10n_nl.tax_report_rub_btw_1b'],,9% BTW diensten,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_9_d,Verkopen/omzet laag diensten 9%,percent,True,sale,9,Refunds,100,base,,,,['l10n_nl.tax_report_rub_1b'],9% BTW diensten,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_9_d,Verkopen/omzet laag diensten 9%,percent,True,sale,9,Refunds,100,tax,1541,Af te dragen BTW laag tarief diensten,,['l10n_nl.tax_report_rub_btw_1b'],9% BTW diensten,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_21_d,Verkopen/omzet hoog diensten,percent,True,sale,21,Invoices,100,base,,,['l10n_nl.tax_report_rub_1a'],,21% BTW diensten,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_21_d,Verkopen/omzet hoog diensten,percent,True,sale,21,Invoices,100,tax,1540,Af te dragen BTW hoog tarief diensten,['l10n_nl.tax_report_rub_btw_1a'],,21% BTW diensten,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_21_d,Verkopen/omzet hoog diensten,percent,True,sale,21,Refunds,100,base,,,,['l10n_nl.tax_report_rub_1a'],21% BTW diensten,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_21_d,Verkopen/omzet hoog diensten,percent,True,sale,21,Refunds,100,tax,1540,Af te dragen BTW hoog tarief diensten,,['l10n_nl.tax_report_rub_btw_1a'],21% BTW diensten,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_overig_d,Verkopen/omzet overig diensten,percent,True,sale,21,Invoices,100,base,,,['l10n_nl.tax_report_rub_1a'],,variabel BTW diensten,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_overig_d,Verkopen/omzet overig diensten,percent,True,sale,21,Invoices,100,tax,1540,Af te dragen BTW hoog tarief diensten,['l10n_nl.tax_report_rub_btw_1a'],,variabel BTW diensten,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_overig_d,Verkopen/omzet overig diensten,percent,True,sale,21,Refunds,100,base,,,,['l10n_nl.tax_report_rub_1c'],variabel BTW diensten,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_overig_d,Verkopen/omzet overig diensten,percent,True,sale,21,Refunds,100,tax,1540,Af te dragen BTW hoog tarief diensten,,['l10n_nl.tax_report_rub_btw_1c'],variabel BTW diensten,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_6_buy,BTW te vorderen laag (inkopen) 6%,percent,True,purchase,6,Invoices,100,base,,,,,6% BTW,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_6_buy,BTW te vorderen laag (inkopen) 6%,percent,True,purchase,6,Invoices,100,tax,1521,Voorbelasting laag,['l10n_nl.tax_report_rub_btw_5b'],,6% BTW,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_6_buy,BTW te vorderen laag (inkopen) 6%,percent,True,purchase,6,Refunds,100,base,,,,,6% BTW,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_6_buy,BTW te vorderen laag (inkopen) 6%,percent,True,purchase,6,Refunds,100,tax,1521,Voorbelasting laag,,['l10n_nl.tax_report_rub_btw_5b'],6% BTW,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_9_buy,BTW te vorderen laag (inkopen) 9%,percent,True,purchase,9,Invoices,100,base,,,,,9% BTW,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_9_buy,BTW te vorderen laag (inkopen) 9%,percent,True,purchase,9,Invoices,100,tax,1521,Voorbelasting laag,['l10n_nl.tax_report_rub_btw_5b'],,9% BTW,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_9_buy,BTW te vorderen laag (inkopen) 9%,percent,True,purchase,9,Refunds,100,base,,,,,9% BTW,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_9_buy,BTW te vorderen laag (inkopen) 9%,percent,True,purchase,9,Refunds,100,tax,1521,Voorbelasting laag,,['l10n_nl.tax_report_rub_btw_5b'],9% BTW,False,False,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_6_buy_incl,BTW te vorderen laag (inkopen incl. BTW) 6%,percent,True,purchase,6,Invoices,100,base,,,,,6% BTW Incl.,False,True,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_6_buy_incl,BTW te vorderen laag (inkopen incl. BTW) 6%,percent,True,purchase,6,Invoices,100,tax,1521,Voorbelasting laag,['l10n_nl.tax_report_rub_btw_5b'],,6% BTW Incl.,False,True,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_6_buy_incl,BTW te vorderen laag (inkopen incl. BTW) 6%,percent,True,purchase,6,Refunds,100,base,,,,,6% BTW Incl.,False,True,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_6_buy_incl,BTW te vorderen laag (inkopen incl. BTW) 6%,percent,True,purchase,6,Refunds,100,tax,1521,Voorbelasting laag,,['l10n_nl.tax_report_rub_btw_5b'],6% BTW Incl.,False,True,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_9_buy_incl,BTW te vorderen laag (inkopen incl. BTW) 9%,percent,True,purchase,9,Invoices,100,base,,,,,9% BTW Incl.,False,True,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_9_buy_incl,BTW te vorderen laag (inkopen incl. BTW) 9%,percent,True,purchase,9,Invoices,100,tax,1521,Voorbelasting laag,['l10n_nl.tax_report_rub_btw_5b'],,9% BTW Incl.,False,True,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_9_buy_incl,BTW te vorderen laag (inkopen incl. BTW) 9%,percent,True,purchase,9,Refunds,100,base,,,,,9% BTW Incl.,False,True,True,,
l10n_nl.l10nnl_chart_template,l10n_nl.btw_9_buy_incl,BTW te vorderen laag (inkopen incl. BTW) 9%,percent,True,purchase,9,Refunds,100,tax,1521,Voorbelasting laag,,['l10n_nl.tax_report_rub_btw_5b'],9% BTW Incl.,False,True,True,,
