"id","code","name","reconcile","tag_ids/id","user_type_id/id","chart_template_id/id"
"account_0490","0490","Sonstige Betriebs-u.Gesch.ausstattung","False","l10n_de.tag_de_asset_bs_A_II_3","account.data_account_type_fixed_assets","l10n_de_chart_template"
"account_0498","0498","Betriebs- u. Gesch.ausstattung im Bau","False","l10n_de.tag_de_asset_bs_A_II_4","account.data_account_type_fixed_assets","l10n_de_chart_template"
"account_0499","0499","Anzahlung Betriebs- u. Gesch.ausstattung","False","l10n_de.tag_de_asset_bs_A_II_4","account.data_account_type_fixed_assets","l10n_de_chart_template"
"account_0500","0500","Anteile an verbundenen Unternehmen","False","l10n_de.tag_de_asset_bs_A_III_1","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0501","0501","Anteile an verbundenen Unternehmen, Personengesellschaften","False","l10n_de.tag_de_asset_bs_A_III_1","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0502","0502","Anteile an verbundenen Unternehmen, Kapitalgesellschaften","False","l10n_de.tag_de_asset_bs_A_III_1","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0503","0503","Anteile an herrschender oder mehrheitlich beteiligter Gesellschaft, Kapitalgesellschaften","False","l10n_de.tag_de_asset_bs_A_III_1","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0504","0504","Anteile a.herrschender Gesellschaft","False","l10n_de.tag_de_asset_bs_A_III_1","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0505","0505","Ausleihungen an verbundene Unternehmen","False","l10n_de.tag_de_asset_bs_A_III_2","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0506","0506","Ausleihungen an verbundene Unternehmen, Personengesellschaften","False","l10n_de.tag_de_asset_bs_A_III_2","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0507","0507","Ausleihungen an verbundene Unternehmen, Kapitalgesellschaften","False","l10n_de.tag_de_asset_bs_A_III_2","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0508","0508","Ausleihungen an verbundene Unternehmen, Einzelunternehmen","False","l10n_de.tag_de_asset_bs_A_III_2","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0509","0509","Anteile an herrschender oder mehrheitlich beteiligter Gesellschaft, Personengesellschaften","False","l10n_de.tag_de_asset_bs_A_III_1","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0510","0510","Beteiligungen","False","l10n_de.tag_de_asset_bs_A_III_3","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0513","0513","Typisch stille Beteiligungen","False","l10n_de.tag_de_asset_bs_A_III_3","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0516","0516","Atypische stille Beteiligungen","False","l10n_de.tag_de_asset_bs_A_III_3","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0517","0517","Beteiligungen an Kapitalgesellschaften","False","l10n_de.tag_de_asset_bs_A_III_3","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0518","0518","Beteiligungen an Personengesellschaften","False","l10n_de.tag_de_asset_bs_A_III_3","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0519","0519","Beteiligung GmbH Co.an Komplementär GmbH","False","l10n_de.tag_de_asset_bs_A_III_3","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0520","0520","Ausleih. an UN mit Beteiligungsverh.","False","l10n_de.tag_de_asset_bs_A_III_4","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0523","0523","Ausleihungen an Unternehmen, mit denen ein Beteiligungsverhältnis besteht, Personengesellschaften","False","l10n_de.tag_de_asset_bs_A_III_4","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0524","0524","Ausleihungen an Unternehmen, mit denen ein Beteiligungsverhältnis besteht, Kapitalgesellschaften","False","l10n_de.tag_de_asset_bs_A_III_4","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0525","0525","Wertpapiere des Anlagevermögens","False","l10n_de.tag_de_asset_bs_A_III_5","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0530","0530","Wertpapiere mit Gewinnbeteil.ansprüch.","False","l10n_de.tag_de_asset_bs_A_III_5","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0535","0535","Festverzinsliche Wertpapiere","False","l10n_de.tag_de_asset_bs_A_III_5","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0540","0540","Sonstige Ausleihungen","False","l10n_de.tag_de_asset_bs_A_III_6","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0550","0550","Darlehen","False","l10n_de.tag_de_asset_bs_A_III_6","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0570","0570","Genossenschaftsanteile z.lfr.Verbleib","False","l10n_de.tag_de_asset_bs_A_III_3","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0580","0580","Ausleihungen an Gesellschafter","False","l10n_de.tag_de_asset_bs_A_III_6","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0582","0582","Ausleihungen an GmbH-Gesellschafter","False","l10n_de.tag_de_asset_bs_A_III_6","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0584","0584","Ausleihungen an persönlich haftende Gesellschafter","False","l10n_de.tag_de_asset_bs_A_III_6","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0586","0586","Ausleihungen an Kommanditisten","False","l10n_de.tag_de_asset_bs_A_III_6","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0590","0590","Ausleihungen an nahe stehende Personen","False","l10n_de.tag_de_asset_bs_A_III_6","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0595","0595","LV-Rückdeckungsansprüche z.lfr.Verbl.","False","l10n_de.tag_de_asset_bs_A_III_6","account.data_account_type_non_current_assets","l10n_de_chart_template"
"account_0600","0600","Anleihen, nicht konvertibel","False","l10n_de.tag_de_liabilities_bs_D_1","account.data_account_type_current_liabilities","l10n_de_chart_template"
"account_0601","0601","Anleihen, nicht konvertibel (b. 1 Jahr)","False","l10n_de.tag_de_liabilities_bs_D_1","account.data_account_type_current_liabilities","l10n_de_chart_template"
"account_0605","0605","Anleihen, nicht konvertibel (1-5 Jahre)","False","l10n_de.tag_de_liabilities_bs_D_1","account.data_account_type_non_current_liabilities","l10n_de_chart_template"
"account_0610","0610","Anleihen, nicht konvertibel (g.5 Jahre)","False","l10n_de.tag_de_liabilities_bs_D_1","account.data_account_type_non_current_liabilities","l10n_de_chart_template"
"account_0615","0615","Anleihen konvertibel","False","l10n_de.tag_de_liabilities_bs_D_1","account.data_account_type_current_liabilities","l10n_de_chart_template"
"account_0616","0616","Anleihen konvertibel(bis 1 Jahr)","False","l10n_de.tag_de_liabilities_bs_D_1","account.data_account_type_current_liabilities","l10n_de_chart_template"
"account_0620","0620","Anleihen konvertibel(1-5 Jahre)","False","l10n_de.tag_de_liabilities_bs_D_1","account.data_account_type_non_current_liabilities","l10n_de_chart_template"
"account_0625","0625","Anleihen konvertibel(größer 5 Jahre)","False","l10n_de.tag_de_liabilities_bs_D_1","account.data_account_type_non_current_liabilities","l10n_de_chart_template"
"account_0630","0630","Verbindlichkeiten gg. Kreditinstituten","False","l10n_de.tag_de_liabilities_bs_D_2","account.data_account_type_current_liabilities","l10n_de_chart_template"
"account_0631","0631","Verbindlichkeiten Kreditinstitut(b.1J)","False","l10n_de.tag_de_liabilities_bs_D_2","account.data_account_type_current_liabilities","l10n_de_chart_template"
"account_0640","0640","Verbindlichkeiten Kreditinstitut(1-5J)","False","l10n_de.tag_de_liabilities_bs_D_2","account.data_account_type_non_current_liabilities","l10n_de_chart_template"
"account_0650","0650","Verbindlichkeiten Kreditinstitut(g.5J)","False","l10n_de.tag_de_liabilities_bs_D_2","account.data_account_type_non_current_liabilities","l10n_de_chart_template"
"account_0660","0660","TZ-Verbindlichkeit. gg. Kreditinstituten","False","l10n_de.tag_de_liabilities_bs_D_2","account.data_account_type_current_liabilities","l10n_de_chart_template"
"account_0661","0661","TZ-Verbindlichkeit. Kreditinstitut,b.1 J","False","l10n_de.tag_de_liabilities_bs_D_2","account.data_account_type_current_liabilities","l10n_de_chart_template"
"account_0670","0670","TZ-Verbindlichkeit. Kreditinstitut,1-5 J","False","l10n_de.tag_de_liabilities_bs_D_2","account.data_account_type_non_current_liabilities","l10n_de_chart_template"
"account_0680","0680","TZ-Verbindlichkeit. Kreditinstitut,g.5 J","False","l10n_de.tag_de_liabilities_bs_D_2","account.data_account_type_non_current_liabilities","l10n_de_chart_template"
"account_0699","0699","Gegenkonto bei Aufteilung Kto 0690-98","False","l10n_de.tag_de_liabilities_bs_D_2","account.data_account_type_current_liabilities","l10n_de_chart_template"
"account_0700","0700","Verbindlichk.gegenüber verbundenen UN","False","l10n_de.tag_de_liabilities_bs_D_6","account.data_account_type_current_liabilities","l10n_de_chart_template"
"account_0701","0701","Verbindlichkeit. gg.verbundene UN(b.1 J)","False","l10n_de.tag_de_liabilities_bs_D_6","account.data_account_type_current_liabilities","l10n_de_chart_template"
"account_0705","0705","Verbindlichkeit. gg.verbundene UN(1-5 J)","False","l10n_de.tag_de_liabilities_bs_D_6","account.data_account_type_non_current_liabilities","l10n_de_chart_template"
"account_0710","0710","Verbindlichkeit. gg.verbundene UN(g.5 J)","False","l10n_de.tag_de_liabilities_bs_D_6","account.data_account_type_non_current_liabilities","l10n_de_chart_template"
"account_0715","0715","Verbindl. gg.UN mit Beteiligungsverh.","False","l10n_de.tag_de_liabilities_bs_D_7","account.data_account_type_current_liabilities","l10n_de_chart_template"
"account_0716","0716","Verbindl. gg.UN mit Beteiligg.verh. b.1J","False","l10n_de.tag_de_liabilities_bs_D_7","account.data_account_type_current_liabilities","l10n_de_chart_template"
"account_0720","0720","Verbindl. gg.UN mit Beteiligg.verh. 1-5J","False","l10n_de.tag_de_liabilities_bs_D_7","account.data_account_type_non_current_liabilities","l10n_de_chart_template"
"account_0725","0725","Verbindl. gg.UN mit Beteiligg.verh. g.5J","False","l10n_de.tag_de_liabilities_bs_D_7","account.data_account_type_non_current_liabilities","l10n_de_chart_template"
"account_0730","0730","Verbindlichkeit.gg. Gesellschaftern","False","l10n_de.tag_de_liabilities_bs_D_8","account.data_account_type_current_liabilities","l10n_de_chart_template"
"account_0731","0731","Verbindlichkeit.gg. Gesellschaftern b.1J","False","l10n_de.tag_de_liabilities_bs_D_8","account.data_account_type_current_liabilities","l10n_de_chart_template"
"account_0740","0740","Verbindlichkeit.gg. Gesellschaftern 1-5J","False","l10n_de.tag_de_liabilities_bs_D_8","account.data_account_type_non_current_liabilities","l10n_de_chart_template"
"account_0750","0750","Verbindlichkeit.gg. Gesellschaftern g.5J","False","l10n_de.tag_de_liabilities_bs_D_8","account.data_account_type_non_current_liabilities","l10n_de_chart_template"
"account_0755","0755","Verb.gg.Gesellschaftern off.Ausschüttg.","False","l10n_de.tag_de_liabilities_bs_D_8","account.data_account_type_current_liabilities","l10n_de_chart_template"
"account_0760","0760","Darlehen typ. stiller Gesellschafter","False","l10n_de.tag_de_liabilities_bs_D_8","account.data_account_type_current_liabilities","l10n_de_chart_template"
"account_0761","0761","Darlehen typ. stiller Gesellsch.(b.1J)","False","l10n_de.tag_de_liabilities_bs_D_8","account.data_account_type_current_liabilities","l10n_de_chart_template"
"account_0764","0764","Darlehen typ. stiller Gesellsch.(1-5J)","False","l10n_de.tag_de_liabilities_bs_D_8","account.data_account_type_non_current_liabilities","l10n_de_chart_template"
"account_0767","0767","Darlehen typ. stiller Gesellsch.(g.5J)","False","l10n_de.tag_de_liabilities_bs_D_8","account.data_account_type_non_current_liabilities","l10n_de_chart_template"
"account_0770","0770","Darlehen atyp. stiller Gesellschafter","False","l10n_de.tag_de_liabilities_bs_D_8","account.data_account_type_current_liabilities","l10n_de_chart_template"
"account_0771","0771","Darlehen atyp. stiller Gesellsch.(b.1J)","False","l10n_de.tag_de_liabilities_bs_D_8","account.data_account_type_current_liabilities","l10n_de_chart_template"
"account_0774","0774","Darlehen atyp. stiller Gesellsch.(1-5J)","False","l10n_de.tag_de_liabilities_bs_D_8","account.data_account_type_non_current_liabilities","l10n_de_chart_template"
"account_0777","0777","Darlehen atyp. stiller Gesellsch.(g.5J)","False","l10n_de.tag_de_liabilities_bs_D_8","account.data_account_type_non_current_liabilities","l10n_de_chart_template"
"account_0780","0780","Partiarische Darlehen","False","l10n_de.tag_de_liabilities_bs_D_8","account.data_account_type_current_liabilities","l10n_de_chart_template"
"account_0781","0781","Partiarische Darlehen(bis 1 Jahr)","False","l10n_de.tag_de_liabilities_bs_D_8","account.data_account_type_current_liabilities","l10n_de_chart_template"
"account_0784","0784","Partiarische Darlehen(1-5 Jahre)","False","l10n_de.tag_de_liabilities_bs_D_8","account.data_account_type_non_current_liabilities","l10n_de_chart_template"
"account_0787","0787","Partiarische Darlehen(g. 5 Jahre)","False","l10n_de.tag_de_liabilities_bs_D_8","account.data_account_type_non_current_liabilities","l10n_de_chart_template"
"account_0799","0799","Gegenkonto bei Aufteilung Kto 0790-98","False","l10n_de.tag_de_liabilities_bs_D_8","account.data_account_type_current_assets","l10n_de_chart_template"
"account_0809","0809","Kapitalerhöhung aus Gesellschaftsmitteln","False","l10n_de.tag_de_liabilities_bs_A_I","account.data_account_type_equity","l10n_de_chart_template"
"account_0810","0810","Geschäftsguthaben der verbleibenden Mitglieder","False","l10n_de.tag_de_liabilities_bs_A_I","account.data_account_type_equity","l10n_de_chart_template"
"account_0811","0811","Geschäftsguthaben der ausscheidenden Mitglieder","False","l10n_de.tag_de_liabilities_bs_A_I","account.data_account_type_equity","l10n_de_chart_template"
"account_0812","0812","Geschäftsguthaben aus gekündigten Geschäftsanteilen","False","l10n_de.tag_de_liabilities_bs_A_I","account.data_account_type_equity","l10n_de_chart_template"
"account_0813","0813","Rückständige fällige Einzahlungen auf Geschäftsanteile, vermerkt","False","l10n_de.tag_de_liabilities_bs_A_I","account.data_account_type_equity","l10n_de_chart_template"
"account_0815","0815","Gegenkonto Rückständige fällige Einzahlungen auf Geschäftsanteile, vermerkt","False","l10n_de.tag_de_liabilities_bs_A_I","account.data_account_type_equity","l10n_de_chart_template"
"account_0819","0819","Erworbene eigene Anteile","False","l10n_de.tag_de_liabilities_bs_A_I","account.data_account_type_equity","l10n_de_chart_template"
"account_0839","0839","Nachschüsse (Forderungen, Gegenkonto 0845)","False","l10n_de.tag_de_asset_bs_B_II_4","account.data_account_type_equity","l10n_de_chart_template"
"account_0845","0845","Nachschusskapital (Gegenkonto 0839)","False","l10n_de.tag_de_liabilities_bs_A_II","account.data_account_type_equity","l10n_de_chart_template"
"account_0848","0848","Andere Gewinnrücklagen aus dem Erwerb eigener Anteile","False","l10n_de.tag_de_liabilities_bs_A_III_4","account.data_account_type_equity","l10n_de_chart_template"
"account_0849","0849","Rücklage für Anteile an einem herrschenden oder mehrheitlich beteiligten Unternehmen","False","l10n_de.tag_de_liabilities_bs_A_III_4","account.data_account_type_equity","l10n_de_chart_template"
"account_0852","0852","Andere Ergebnisrücklagen","False","l10n_de.tag_de_liabilities_bs_A_III_3","account.data_account_type_equity","l10n_de_chart_template"
"account_0853","0853","Gewinnrücklagen aus den Übergangsvorschriften BilMoG","False","l10n_de.tag_de_liabilities_bs_A_III_4","account.data_account_type_equity","l10n_de_chart_template"
