id,parent_id:id,code,sign,name,info
lu_tax_code_template_b_VP-EC-15,lu_tax_code_template_m019,b_VP-EC-15,1,Base - Vente Prestations 15% - Extracommunautaire,
lu_tax_code_template_b_VP-EC-14,lu_tax_code_template_m019,b_VP-EC-14,1,Base - Vente Prestations 14% - Extracommunautaire,
lu_tax_code_template_b_VP-EC-12,lu_tax_code_template_m019,b_VP-EC-12,1,Base - Vente Prestations 12% - Extracommunautaire,
lu_tax_code_template_b_VP-EC-8,lu_tax_code_template_m019,b_VP-EC-8,1,Base - Vente Prestations 8% - Extracommunautaire,
lu_tax_code_template_b_VP-EC-6,lu_tax_code_template_m019,b_VP-EC-6,1,Base - Vente Prestations 6% - Extracommunautaire,
lu_tax_code_template_b_VP-EC-3,lu_tax_code_template_m019,b_VP-EC-3,1,Base - Vente Prestations 3% - Extracommunautaire,
lu_tax_code_template_b_VP-EC-0,lu_tax_code_template_m019,b_VP-EC-0,1,Base - Vente Prestations 0% - Extracommunautaire,
lu_tax_code_template_m419,lu_tax_code_template_m021,m419,1,I.B.7 Opérations à l'intérieur du pays pour lesquelles le preneur est le redevable,
lu_tax_code_template_IV,lu_tax_code_template_mensuel,m_IV,1,IV CALCUL DE L'EXCEDENT,
lu_tax_code_template_IV_C,lu_tax_code_template_IV,m105,1,IV.C. Excédent (un éventuel excédent de taxe en amont est à marquer d'un signe négatif),
lu_tax_code_template_IV_A,lu_tax_code_template_IV_C,m103,1,IV.A. Total de la taxe en aval,
lu_tax_code_template_IV_B,lu_tax_code_template_IV_C,m104,-1,IV.B. Total de la taxe en amont déductible,
lu_tax_code_template_II_base,lu_tax_code_template_mensuel,m_II_base,1,II. CALCUL DE LA TAXE DUE (taxe en aval) – Base imposable (HTVA),
lu_tax_code_template_m037,lu_tax_code_template_II_base,m037,1,II.A. Ventilation du chiffre d'affaire imposable,
lu_tax_code_template_m701,lu_tax_code_template_m037,m701,1,au taux de 17% (base),
lu_tax_code_template_b_VB-PA-17,lu_tax_code_template_m701,b_VB-PA-17,1,Base - Vente Biens 17% - Pays,
lu_tax_code_template_b_VP-PA-17,lu_tax_code_template_m701,b_VP-PA-17,1,Base - Vente Prestations 17% - Pays,
lu_tax_code_template_m029,lu_tax_code_template_m037,m029,1,au taux de 15% (base),
lu_tax_code_template_b_VB-PA-15,lu_tax_code_template_m029,b_VB-PA-15,1,Base - Vente Biens 15% - Pays,
lu_tax_code_template_b_VP-PA-15,lu_tax_code_template_m029,b_VP-PA-15,1,Base - Vente Prestations 15% - Pays,
lu_tax_code_template_m703,lu_tax_code_template_m037,m703,1,au taux de 14% (base),
lu_tax_code_template_b_VB-PA-14,lu_tax_code_template_m703,b_VB-PA-14,1,Base - Vente Biens 14% - Pays,
lu_tax_code_template_b_VP-PA-14,lu_tax_code_template_m703,b_VP-PA-14,1,Base - Vente Prestations 14% - Pays,
lu_tax_code_template_m032,lu_tax_code_template_m037,m032,1,au taux de 12% (base),
lu_tax_code_template_b_VB-PA-12,lu_tax_code_template_m032,b_VB-PA-12,1,Base - Vente Biens 12% - Pays,
lu_tax_code_template_b_VP-PA-12,lu_tax_code_template_m032,b_VP-PA-12,1,Base - Vente Prestations 12% - Pays,
lu_tax_code_template_m705,lu_tax_code_template_m037,m705,1,au taux de 8% (base),
lu_tax_code_template_b_VB-PA-8,lu_tax_code_template_m705,b_VB-PA-8,1,Base - Vente Biens 8% - Pays,
lu_tax_code_template_b_VP-PA-8,lu_tax_code_template_m705,b_VP-PA-8,1,Base - Vente Prestations 8% - Pays,
lu_tax_code_template_m030,lu_tax_code_template_m037,m030,1,au taux de 6% (base),
lu_tax_code_template_b_VB-PA-6,lu_tax_code_template_m030,b_VB-PA-6,1,Base - Vente Biens 6% - Pays,
lu_tax_code_template_b_VP-PA-6,lu_tax_code_template_m030,b_VP-PA-6,1,Base - Vente Prestations 6% - Pays,
lu_tax_code_template_m031,lu_tax_code_template_m037,m031,1,au taux de 3% (base),
lu_tax_code_template_b_VB-PA-3,lu_tax_code_template_m031,b_VB-PA-3,1,Base - Vente Biens 3% - Pays,
lu_tax_code_template_b_VP-PA-3,lu_tax_code_template_m031,b_VP-PA-3,1,Base - Vente Prestations 3% - Pays,
lu_tax_code_template_m033,lu_tax_code_template_m037,m033,1,au taux de 0% (base),
lu_tax_code_template_b_VB-PA-0,lu_tax_code_template_m033,b_VB-PA-0,1,Base - Vente Biens 0% - Pays,
lu_tax_code_template_b_VP-PA-0,lu_tax_code_template_m033,b_VP-PA-0,1,Base - Vente Prestations 0% - Pays,
lu_tax_code_template_m051,lu_tax_code_template_II_base,m051,1,II.B. Acquisitions intracommunautaires de biens,
lu_tax_code_template_m711,lu_tax_code_template_m051,m711,1,au taux de 17% (base),
lu_tax_code_template_b_AB-IC-17,lu_tax_code_template_m711,b_AB-IC-17,1,Base - Achat Biens 17% - Intracommunautaire,
lu_tax_code_template_b_FB-IC-17,lu_tax_code_template_m711,b_FB-IC-17,1,Base - Frais Biens 17% - Intracommunautaire,
lu_tax_code_template_b_IB-IC-17,lu_tax_code_template_m711,b_IB-IC-17,1,Base - Investissement Biens 17% - Intracommunautaire,
lu_tax_code_template_b_AB-TR-17,lu_tax_code_template_m711,b_AB-TR-17,1,Base - Achat Biens 17% - Triangulaire,
lu_tax_code_template_m047,lu_tax_code_template_m051,m047,1,au taux de 15% (base),
lu_tax_code_template_b_AB-IC-15,lu_tax_code_template_m047,b_AB-IC-15,1,Base - Achat Biens 15% - Intracommunautaire,
lu_tax_code_template_b_FB-IC-15,lu_tax_code_template_m047,b_FB-IC-15,1,Base - Frais Biens 15% - Intracommunautaire,
lu_tax_code_template_b_IB-IC-15,lu_tax_code_template_m047,b_IB-IC-15,1,Base - Investissement Biens 15% - Intracommunautaire,
lu_tax_code_template_b_AB-TR-15,lu_tax_code_template_m047,b_AB-TR-15,1,Base - Achat Biens 15% - Triangulaire,
lu_tax_code_template_m713,lu_tax_code_template_m051,m713,1,au taux de 14% (base),
lu_tax_code_template_b_AB-IC-14,lu_tax_code_template_m713,b_AB-IC-14,1,Base - Achat Biens 14% - Intracommunautaire,
lu_tax_code_template_b_FB-IC-14,lu_tax_code_template_m713,b_FB-IC-14,1,Base - Frais Biens 14% - Intracommunautaire,
lu_tax_code_template_b_IB-IC-14,lu_tax_code_template_m713,b_IB-IC-14,1,Base - Investissement Biens 14% - Intracommunautaire,
lu_tax_code_template_b_AB-TR-14,lu_tax_code_template_m713,b_AB-TR-14,1,Base - Achat Biens 14% - Triangulaire,
lu_tax_code_template_m050,lu_tax_code_template_m051,m050,1,au taux de 12% (base),
lu_tax_code_template_b_AB-IC-12,lu_tax_code_template_m050,b_AB-IC-12,1,Base - Achat Biens 12% - Intracommunautaire,
lu_tax_code_template_b_FB-IC-12,lu_tax_code_template_m050,b_FB-IC-12,1,Base - Frais Biens 12% - Intracommunautaire,
lu_tax_code_template_b_IB-IC-12,lu_tax_code_template_m050,b_IB-IC-12,1,Base - Investissement Biens 12% - Intracommunautaire,
lu_tax_code_template_b_AB-TR-12,lu_tax_code_template_m050,b_AB-TR-12,1,Base - Achat Biens 12% - Triangulaire,
lu_tax_code_template_m715,lu_tax_code_template_m051,m715,1,au taux de 8% (base),
lu_tax_code_template_b_AB-IC-8,lu_tax_code_template_m715,b_AB-IC-8,1,Base - Achat Biens 8% - Intracommunautaire,
lu_tax_code_template_b_FB-IC-8,lu_tax_code_template_m715,b_FB-IC-8,1,Base - Frais Biens 8% - Intracommunautaire,
lu_tax_code_template_b_IB-IC-8,lu_tax_code_template_m715,b_IB-IC-8,1,Base - Investissement Biens 8% - Intracommunautaire,
lu_tax_code_template_b_AB-TR-8,lu_tax_code_template_m715,b_AB-TR-8,1,Base - Achat Biens 8% - Triangulaire,
lu_tax_code_template_m048,lu_tax_code_template_m051,m048,1,au taux de 6% (base),
lu_tax_code_template_b_AB-IC-6,lu_tax_code_template_m048,b_AB-IC-6,1,Base - Achat Biens 6% - Intracommunautaire,
lu_tax_code_template_b_FB-IC-6,lu_tax_code_template_m048,b_FB-IC-6,1,Base - Frais Biens 6% - Intracommunautaire,
lu_tax_code_template_b_IB-IC-6,lu_tax_code_template_m048,b_IB-IC-6,1,Base - Investissement Biens 6% - Intracommunautaire,
lu_tax_code_template_b_AB-TR-6,lu_tax_code_template_m048,b_AB-TR-6,1,Base - Achat Biens 6% - Triangulaire,
lu_tax_code_template_m049,lu_tax_code_template_m051,m049,1,au taux de 3% (base),
lu_tax_code_template_b_AB-IC-3,lu_tax_code_template_m049,b_AB-IC-3,1,Base - Achat Biens 3% - Intracommunautaire,
lu_tax_code_template_b_FB-IC-3,lu_tax_code_template_m049,b_FB-IC-3,1,Base - Frais Biens 3% - Intracommunautaire,
lu_tax_code_template_b_IB-IC-3,lu_tax_code_template_m049,b_IB-IC-3,1,Base - Investissement Biens 3% - Intracommunautaire,
lu_tax_code_template_b_AB-TR-3,lu_tax_code_template_m049,b_AB-TR-3,1,Base - Achat Biens 3% - Triangulaire,
lu_tax_code_template_m194,lu_tax_code_template_m051,m194,1,exonérées,
lu_tax_code_template_b_AB-IC-0,lu_tax_code_template_m194,b_AB-IC-0,1,Base - Achat Biens 0% - Intracommunautaire,
lu_tax_code_template_b_FB-IC-0,lu_tax_code_template_m194,b_FB-IC-0,1,Base - Frais Biens 0% - Intracommunautaire,
lu_tax_code_template_b_IB-IC-0,lu_tax_code_template_m194,b_IB-IC-0,1,Base - Investissement Biens 0% - Intracommunautaire,
lu_tax_code_template_m152,lu_tax_code_template_II_base,m152,1,"II.C. Aqcuisitions effectuées dans le cadre d'opérations triangulaires (art. 18ter/2, al.2)",
lu_tax_code_template_m065,lu_tax_code_template_II_base,m065,1,II.D. Importations de biens,
lu_tax_code_template_II_D_1_base,lu_tax_code_template_m065,m_II_D_1_base,1,II.D.1. à des fins de l'entreprise,
lu_tax_code_template_m721,lu_tax_code_template_II_D_1_base,m721,1,au taux de 17% (base),
lu_tax_code_template_b_AB-EC-17,lu_tax_code_template_m721,b_AB-EC-17,1,Base - Achat Biens 17% - Extracommunautaire,
lu_tax_code_template_b_FB-EC-17,lu_tax_code_template_m721,b_FB-EC-17,1,Base - Frais Biens 17% - Extracommunautaire,
lu_tax_code_template_b_IB-EC-17,lu_tax_code_template_m721,b_IB-EC-17,1,Base - Investissement Biens 17% - Extracommunautaire,
lu_tax_code_template_m057,lu_tax_code_template_II_D_1_base,m057,1,au taux de 15% (base),
lu_tax_code_template_b_AB-EC-15,lu_tax_code_template_m057,b_AB-EC-15,1,Base - Achat Biens 15% - Extracommunautaire,
lu_tax_code_template_b_FB-EC-15,lu_tax_code_template_m057,b_FB-EC-15,1,Base - Frais Biens 15% - Extracommunautaire,
lu_tax_code_template_b_IB-EC-15,lu_tax_code_template_m057,b_IB-EC-15,1,Base - Investissement Biens 15% - Extracommunautaire,
lu_tax_code_template_m723,lu_tax_code_template_II_D_1_base,m723,1,au taux de 14% (base),
lu_tax_code_template_b_AB-EC-14,lu_tax_code_template_m723,b_AB-EC-14,1,Base - Achat Biens 14% - Extracommunautaire,
lu_tax_code_template_b_FB-EC-14,lu_tax_code_template_m723,b_FB-EC-14,1,Base - Frais Biens 14% - Extracommunautaire,
lu_tax_code_template_b_IB-EC-14,lu_tax_code_template_m723,b_IB-EC-14,1,Base - Investissement Biens 14% - Extracommunautaire,
lu_tax_code_template_m060,lu_tax_code_template_II_D_1_base,m060,1,au taux de 12% (base),
lu_tax_code_template_b_AB-EC-12,lu_tax_code_template_m060,b_AB-EC-12,1,Base - Achat Biens 12% - Extracommunautaire,
lu_tax_code_template_b_FB-EC-12,lu_tax_code_template_m060,b_FB-EC-12,1,Base - Frais Biens 12% - Extracommunautaire,
lu_tax_code_template_b_IB-EC-12,lu_tax_code_template_m060,b_IB-EC-12,1,Base - Investissement Biens 12% - Extracommunautaire,
lu_tax_code_template_m725,lu_tax_code_template_II_D_1_base,m725,1,au taux de 8% (base),
lu_tax_code_template_b_AB-EC-8,lu_tax_code_template_m725,b_AB-EC-8,1,Base - Achat Biens 8% - Extracommunautaire,
lu_tax_code_template_b_FB-EC-8,lu_tax_code_template_m725,b_FB-EC-8,1,Base - Frais Biens 8% - Extracommunautaire,
lu_tax_code_template_b_IB-EC-8,lu_tax_code_template_m725,b_IB-EC-8,1,Base - Investissement Biens 8% - Extracommunautaire,
lu_tax_code_template_m058,lu_tax_code_template_II_D_1_base,m058,1,au taux de 6% (base),
lu_tax_code_template_b_AB-EC-6,lu_tax_code_template_m058,b_AB-EC-6,1,Base - Achat Biens 6% - Extracommunautaire,
lu_tax_code_template_b_FB-EC-6,lu_tax_code_template_m058,b_FB-EC-6,1,Base - Frais Biens 6% - Extracommunautaire,
lu_tax_code_template_b_IB-EC-6,lu_tax_code_template_m058,b_IB-EC-6,1,Base - Investissement Biens 6% - Extracommunautaire,
lu_tax_code_template_m059,lu_tax_code_template_II_D_1_base,m059,1,au taux de 3% (base),
lu_tax_code_template_b_AB-EC-3,lu_tax_code_template_m059,b_AB-EC-3,1,Base - Achat Biens 3% - Extracommunautaire,
lu_tax_code_template_b_FB-EC-3,lu_tax_code_template_m059,b_FB-EC-3,1,Base - Frais Biens 3% - Extracommunautaire,
lu_tax_code_template_b_IB-EC-3,lu_tax_code_template_m059,b_IB-EC-3,1,Base - Investissement Biens 3% - Extracommunautaire,
lu_tax_code_template_m195,lu_tax_code_template_II_D_1_base,m195,1,exonérées (base),
lu_tax_code_template_b_AB-EC-0,lu_tax_code_template_m195,b_AB-EC-0,1,Base - Achat Biens 0% - Extracommunautaire,
lu_tax_code_template_b_FB-EC-0,lu_tax_code_template_m195,b_FB-EC-0,1,Base - Frais Biens 0% - Extracommunautaire,
lu_tax_code_template_b_IB-EC-0,lu_tax_code_template_m195,b_IB-EC-0,1,Base - Investissement Biens 0% - Extracommunautaire,
lu_tax_code_template_II_D_2_base,lu_tax_code_template_m065,m_II_D_2_base,1,II.D.2. à des fins étrangères à l'entreprise,
lu_tax_code_template_m731,lu_tax_code_template_II_D_2_base,m731,1,au taux de 17% (base),
lu_tax_code_template_m061,lu_tax_code_template_II_D_2_base,m061,1,au taux de 15% (base),
lu_tax_code_template_m733,lu_tax_code_template_II_D_2_base,m733,1,au taux de 14% (base),
lu_tax_code_template_m064,lu_tax_code_template_II_D_2_base,m064,1,au taux de 12% (base),
lu_tax_code_template_m735,lu_tax_code_template_II_D_2_base,m735,1,au taux de 8% (base),
lu_tax_code_template_m062,lu_tax_code_template_II_D_2_base,m062,1,au taux de 6% (base),
lu_tax_code_template_m063,lu_tax_code_template_II_D_2_base,m063,1,au taux de 3% (base),
lu_tax_code_template_m196,lu_tax_code_template_II_D_2_base,m196,1,exonérées (base),
lu_tax_code_template_m409,lu_tax_code_template_II_base,m409,1,II.E. Prestations de services à déclarer par le preneur redevable de la taxe,
lu_tax_code_template_m_II_E_1_base,lu_tax_code_template_m409,m_II_E_1_base,1,II.E.1. effectuées au déclarant par des assujettis établis ou ayant leur domicile dans un autre Etat membre de la Communauté,
lu_tax_code_template_m436,lu_tax_code_template_m_II_E_1_base,m436,1,II.E.1.a non exonérées à l'intérieur du pays,
lu_tax_code_template_m741,lu_tax_code_template_m436,m741,1,au taux de 17% (base),
lu_tax_code_template_b_AP-IC-17,lu_tax_code_template_m741,b_AP-IC-17,1,Base - Achat Prestations 17% - Intracommunautaire,
lu_tax_code_template_b_FP-IC-17,lu_tax_code_template_m741,b_FP-IC-17,1,Base - Frais Prestations 17% - Intracommunautaire,
lu_tax_code_template_b_IP-IC-17,lu_tax_code_template_m741,b_IP-IC-17,1,Base - Investissement Prestations 17% - Intracommunautaire,
lu_tax_code_template_m427,lu_tax_code_template_m436,m427,1,au taux de 15% (base),
lu_tax_code_template_b_AP-IC-15,lu_tax_code_template_m427,b_AP-IC-15,1,Base - Achat Prestations 15% - Intracommunautaire,
lu_tax_code_template_b_FP-IC-15,lu_tax_code_template_m427,b_FP-IC-15,1,Base - Frais Prestations 15% - Intracommunautaire,
lu_tax_code_template_b_IP-IC-15,lu_tax_code_template_m427,b_IP-IC-15,1,Base - Investissement Prestations 15% - Intracommunautaire,
lu_tax_code_template_m743,lu_tax_code_template_m436,m743,1,au taux de 14% (base),
lu_tax_code_template_b_AP-IC-14,lu_tax_code_template_m743,b_AP-IC-14,1,Base - Achat Prestations 14% - Intracommunautaire,
lu_tax_code_template_b_FP-IC-14,lu_tax_code_template_m743,b_FP-IC-14,1,Base - Frais Prestations 14% - Intracommunautaire,
lu_tax_code_template_b_IP-IC-14,lu_tax_code_template_m743,b_IP-IC-14,1,Base - Investissement Prestations 14% - Intracommunautaire,
lu_tax_code_template_m433,lu_tax_code_template_m436,m433,1,au taux de 12% (base),
lu_tax_code_template_b_AP-IC-12,lu_tax_code_template_m433,b_AP-IC-12,1,Base - Achat Prestations 12% - Intracommunautaire,
lu_tax_code_template_b_FP-IC-12,lu_tax_code_template_m433,b_FP-IC-12,1,Base - Frais Prestations 12% - Intracommunautaire,
lu_tax_code_template_b_IP-IC-12,lu_tax_code_template_m433,b_IP-IC-12,1,Base - Investissement Prestations 12% - Intracommunautaire,
lu_tax_code_template_m745,lu_tax_code_template_m436,m745,1,au taux de 8% (base),
lu_tax_code_template_b_AP-IC-8,lu_tax_code_template_m745,b_AP-IC-8,1,Base - Achat Prestations 8% - Intracommunautaire,
lu_tax_code_template_b_FP-IC-8,lu_tax_code_template_m745,b_FP-IC-8,1,Base - Frais Prestations 8% - Intracommunautaire,
lu_tax_code_template_b_IP-IC-8,lu_tax_code_template_m745,b_IP-IC-8,1,Base - Investissement Prestations 8% - Intracommunautaire,
lu_tax_code_template_m429,lu_tax_code_template_m436,m429,1,au taux de 6% (base),
lu_tax_code_template_b_AP-IC-6,lu_tax_code_template_m429,b_AP-IC-6,1,Base - Achat Prestations 6% - Intracommunautaire,
lu_tax_code_template_b_FP-IC-6,lu_tax_code_template_m429,b_FP-IC-6,1,Base - Frais Prestations 6% - Intracommunautaire,
lu_tax_code_template_b_IP-IC-6,lu_tax_code_template_m429,b_IP-IC-6,1,Base - Investissement Prestations 6% - Intracommunautaire,
lu_tax_code_template_m431,lu_tax_code_template_m436,m431,1,au taux de 3% (base),
lu_tax_code_template_b_AP-IC-3,lu_tax_code_template_m431,b_AP-IC-3,1,Base - Achat Prestations 3% - Intracommunautaire,
lu_tax_code_template_b_FP-IC-3,lu_tax_code_template_m431,b_FP-IC-3,1,Base - Frais Prestations 3% - Intracommunautaire,
lu_tax_code_template_b_IP-IC-3,lu_tax_code_template_m431,b_IP-IC-3,1,Base - Investissement Prestations 3% - Intracommunautaire,
lu_tax_code_template_m435,lu_tax_code_template_m_II_E_1_base,m435,1,II.E.1.b exonérées à l'intérieur du pays,
lu_tax_code_template_b_AP-IC-0,lu_tax_code_template_m435,b_AP-IC-0,1,Base - Achat Prestations 0% - Intracommunautaire,
lu_tax_code_template_b_FP-IC-0,lu_tax_code_template_m435,b_FP-IC-0,1,Base - Frais Prestations 0% - Intracommunautaire,
lu_tax_code_template_b_IP-IC-0,lu_tax_code_template_m435,b_IP-IC-0,1,Base - Investissement Prestations 0% - Intracommunautaire,
lu_tax_code_template_m463,lu_tax_code_template_m409,m463,1,II.E.2 effectuées au déclarant par des assujettis établis ou ayant leur domicile en dehors de la Communauté,
lu_tax_code_template_m751,lu_tax_code_template_m463,m751,1,au taux de 17% (base),
lu_tax_code_template_b_AP-EC-17,lu_tax_code_template_m751,b_AP-EC-17,1,Base - Achat Prestations 17% - Extracommunautaire,
lu_tax_code_template_b_FP-EC-17,lu_tax_code_template_m751,b_FP-EC-17,1,Base - Prestations 17% - Extracommunautaire,
lu_tax_code_template_b_IP-EC-17,lu_tax_code_template_m751,b_IP-EC-17,1,Base - Investissement Prestations 17% - Extracommunautaire,
