"id","name","code","account_type","reconcile","","name@vi_VN"
"chart4113","Conversion options on convertible bonds","4113","equity","False","l10n_vn.cash_flow_financing_32_dr,l10n_vn.cash_flow_financing_50_cr,l10n_vn.cash_flow_operating_06_cr,l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_financing_40_cr,l10n_vn.cash_flow_financing_31_cr,l10n_vn.cash_flow_financing_40_dr,l10n_vn.cash_flow_financing_50_dr","Quyền chọn chuyển đổi trái phiếu"
"chart4118","Other capital","4118","equity","False","l10n_vn.cash_flow_financing_32_dr,l10n_vn.cash_flow_financing_50_cr,l10n_vn.cash_flow_operating_06_cr,l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_financing_40_cr,l10n_vn.cash_flow_financing_31_cr,l10n_vn.cash_flow_financing_40_dr,l10n_vn.cash_flow_financing_50_dr","Vốn khác"
"chart412","Revaluation differences on asset","412","equity","False","","Chênh lệch đánh giá lại tài sản"
"chart4131","Exchange rate differences on revaluation of monetary items denominated in foreign currency","4131","equity","False","l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_financing_61_dr","Chênh lệch tỉ giá do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ"
"chart4132","Exchange rate differences in pre-operating period","4132","equity","False","l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_financing_61_dr","Chênh lệch tỷ giá hối đoái trong giai đoạn trước hoạt động"
"chart414","Investment & development fund","414","equity","False","","Quỹ đầu tư phát triển"
"chart417","Enterprise reorganization assistance fund","417","equity","False","","Quỹ hỗ trợ sắp xếp doanh nghiệp"
"chart418","Other equity funds","418","equity","False","","Các quỹ khác thuộc vốn chủ sở hữu"
"chart419","Treasury stocks","419","equity","False","l10n_vn.cash_flow_financing_32_dr,l10n_vn.cash_flow_financing_50_cr,l10n_vn.cash_flow_operating_06_cr,l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_financing_40_cr,l10n_vn.cash_flow_financing_31_cr,l10n_vn.cash_flow_financing_40_dr,l10n_vn.cash_flow_financing_50_dr","Cổ phiếu quỹ"
"chart4211","Undistributed profit after tax of previous year","4211","equity","False","l10n_vn.cash_flow_financing_40_dr,l10n_vn.cash_flow_financing_50_dr,l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_financing_36_dr","Lợi nhuận sau thuế chưa phân phối năm trước"
"chart4212","Undistributed profit after tax of current year","4212","equity","False","l10n_vn.cash_flow_financing_40_dr,l10n_vn.cash_flow_financing_50_dr,l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_financing_36_dr","Lợi nhuận sau thuế chưa phân phối năm nay"
"chart441","Capital expenditure funds","441","equity","False","","Nguồn vốn đầu tư xây dựng cơ bản"
"chart4611","Non-business funds of previous year","4611","equity","False","","Nguồn kinh phí sự nghiệp năm trước"
"chart4612","Non-business funds of current year","4612","equity","False","","Nguồn kinh phí sự nghiệp năm nay"
"chart466","Non-business funds used for fixed asset acquisitions","466","equity","False","","Nguồn kinh phí sự nghiệp đã hình thành TSCĐ"
"chart5111","Revenue from sales of merchandises","5111","income","False","l10n_vn.cash_flow_investing_20_cr,l10n_vn.cash_flow_operating_06_cr,l10n_vn.cash_flow_financing_50_cr,l10n_vn.cash_flow_operating_01_cr","Doanh thu bán hàng hoá"
"chart5112","Revenue from sales of finished goods","5112","income","False","l10n_vn.cash_flow_investing_20_cr,l10n_vn.cash_flow_operating_06_cr,l10n_vn.cash_flow_financing_50_cr,l10n_vn.cash_flow_operating_01_cr","Doanh thu bán các thành phẩm"
"chart5113","Revenue from services rendered","5113","income","False","l10n_vn.cash_flow_investing_20_cr,l10n_vn.cash_flow_operating_06_cr,l10n_vn.cash_flow_financing_50_cr,l10n_vn.cash_flow_operating_01_cr","Doanh thu cung cấp dịch vụ"
"chart5114","Revenue from government grants","5114","income","False","l10n_vn.cash_flow_investing_20_cr,l10n_vn.cash_flow_operating_06_cr,l10n_vn.cash_flow_financing_50_cr,l10n_vn.cash_flow_operating_01_cr","Doanh thu trợ cấp, trợ giá"
"chart5117","Revenue from investment properties","5117","income","False","l10n_vn.cash_flow_financing_50_cr,l10n_vn.cash_flow_operating_06_cr,l10n_vn.cash_flow_investing_22_1_cr,l10n_vn.cash_flow_investing_22_cr,l10n_vn.cash_flow_financing_30_cr","Doanh thu kinh doanh bất động sản đầu tư"
"chart5118","Other revenue","5118","income","False","l10n_vn.cash_flow_investing_20_cr,l10n_vn.cash_flow_operating_06_cr,l10n_vn.cash_flow_financing_50_cr,l10n_vn.cash_flow_operating_01_cr","Doanh thu khác"
"chart515","Financial income","515","income","False","l10n_vn.cash_flow_investing_20_cr,l10n_vn.cash_flow_financing_50_cr,l10n_vn.cash_flow_operating_06_cr,l10n_vn.cash_flow_operating_01_cr,l10n_vn.cash_flow_financing_30_cr,l10n_vn.cash_flow_investing_27_cr,l10n_vn.cash_flow_investing_26_cr","Doanh thu hoạt động tài chính"
"chart5211","Sales discounts","5211","income","False","","Chiết khấu thương mại"
"chart5212","Sales allowances","5212","income","False","","Giảm giá hàng bán"
"chart5213","Sales returns","5213","income","False","","Hàng bán bị trả lại"
"chart6111","Purchases of raw materials","6111","expense_direct_cost","False","","Mua nguyên liệu, vật liệu"
"chart6112","Purchases of goods","6112","expense_direct_cost","False","","Mua hàng hoá"
"chart621","Direct raw material costs","621","expense_direct_cost","False","","Chi phí nguyên liệu, vật liệu trực tiếp"
"chart622","Direct labour costs","622","expense_direct_cost","False","","Chi phí nhân công trực tiếp"
"chart6231","Labour costs","6231","expense","False","","Chi phí nhân công"
"chart6232","Material costs","6232","expense","False","","Chi phí nguyên, vật liệu"
"chart6233","Tools and instruments","6233","expense","False","","Chi phí dụng cụ sản xuất"
"chart6234","Equipment depreciation expense","6234","expense","False","","Chi phí khấu hao máy thi công"
"chart6237","Outside services","6237","expense","False","","Chi phí dịch vụ mua ngoài"
"chart6238","Other expenses","6238","expense","False","","Chi phí bằng tiền khác"
"chart6271","Factory staff costs","6271","expense","False","","Chi phí nhân viên phân xưởng"
"chart6272","Material costs","6272","expense","False","","Chi phí nguyên, vật liệu"
"chart6273","Tools and instruments","6273","expense","False","","Chi phí dụng cụ sản xuất"
"chart6274","Fixed asset depreciation","6274","expense_depreciation","False","","Chi phí khấu hao TSCĐ"
"chart6277","Outside services","6277","expense","False","","Chi phí dịch vụ mua ngoài"
"chart6278","Other expenses","6278","expense","False","","Chi phí bằng tiền khác"
"chart631","Production costs","631","expense_direct_cost","False","","Giá thành sản xuất"
"chart632","Costs of goods sold","632","expense_direct_cost","False","l10n_vn.cash_flow_operating_07_dr","Giá vốn hàng bán"
"chart635","Financial expenses","635","expense","False","l10n_vn.cash_flow_operating_01_dr,l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_financing_33_dr,l10n_vn.cash_flow_financing_30_dr,l10n_vn.cash_flow_investing_20_dr,l10n_vn.cash_flow_operating_04_dr,l10n_vn.cash_flow_financing_50_dr,l10n_vn.cash_flow_financing_33_2_dr,l10n_vn.cash_flow_operating_06_dr,l10n_vn.cash_flow_investing_26_dr,l10n_vn.cash_flow_financing_40_dr","Chi phí tài chính"
"chart6411","Employees costs","6411","expense","False","","Chi phí nhân viên"
"chart6412","Materials and packing materials","6412","expense","False","","Chi phí nguyên vật liệu, bao bì"
"chart6413","Tools and instruments","6413","expense","False","","Chi phí dụng cụ, đồ dùng"
"chart6414","Fixed asset depreciation","6414","expense_depreciation","False","","Chi phí khấu hao TSCĐ"
"chart6415","Warranty expenses","6415","expense","False","","Chi phí bảo hành"
"chart6417","Outside services","6417","expense","False","","Chi phí dịch vụ mua ngoài"
"chart6418","Other expenses","6418","expense","False","","Chi phí bằng tiền khác"
"chart6421","Employees management costs","6421","expense","False","","Chi phí nhân viên"
"chart6422","Office supply expenses","6422","expense","False","","Chi phí vật liệu quản lý"
"chart6423","Stationery costs","6423","expense","False","","Chi phí đồ dùng văn phòng"
"chart6424","Fixed asset depreciation","6424","expense_depreciation","False","","Chi phí khấu hao TSCĐ"
"chart6425","Taxes, fees and charges","6425","expense","False","","Thuế, phí và lệ phí"
"chart6426","Provision expenses","6426","expense","False","","Chi phí dự phòng"
"chart6427","Outside services","6427","expense","False","","Chi phí dịch vụ mua ngoài"
"chart6428","Other expenses","6428","expense","False","","Chi phí bằng tiền khác"
"chart711","Other Income","711","income_other","False","l10n_vn.cash_flow_financing_50_cr,l10n_vn.cash_flow_operating_06_cr,l10n_vn.cash_flow_investing_22_1_cr,l10n_vn.cash_flow_investing_22_cr,l10n_vn.cash_flow_financing_30_cr","Thu nhập khác"
"chart811","Other Expenses","811","expense","False","l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_investing_22_2_dr,l10n_vn.cash_flow_financing_30_dr,l10n_vn.cash_flow_investing_22_dr,l10n_vn.cash_flow_financing_50_dr","Chi phí khác"
"chart8211","Current tax expense","8211","expense","False","","Chi phí thuế thu nhập doanh nghiệp hiện hành"
"chart8212","Deferred tax expense","8212","expense","False","","Chi phí thuế thu nhập doanh nghiệp hoãn lại"
"chart911","Income Summary","911","equity_unaffected","False","","Xác định kết quả kinh doanh"
